1,0.34700000000000003,148,2.828349483285919e-6,3.5228287208589816e-11,1
2,0.006,7,0.0,2.7140425906679866e-8,1
3,0.0,-1,Inf,Inf,0
4,0.006,4,3.41266333248047e-9,3.887626665033395e-9,1
5,0.0,-1,Inf,Inf,0
6,0.0,-1,Inf,Inf,0
7,0.016,10,3.645322624118871e-11,6.482908647404007e-7,1
8,0.005,4,0.0,1.7789128392564635e-8,1
9,0.0,-1,Inf,Inf,0
10,0.01,5,3.456426519048989e-13,5.50574290206305e-12,1
11,0.0,-1,Inf,Inf,0
12,0.17,226,2.4201085579989012e-11,3.4989520144954754e-9,1
13,0.024,27,3.381739333008227e-13,2.5135449277513544e-13,1
14,0.0,-1,Inf,Inf,0
15,0.002,1,1.4988010832439613e-15,4.440892098500626e-16,1
16,0.012,13,1.332004157677345e-11,1.6764367672283423e-12,1
17,0.0,-1,Inf,Inf,0
18,0.0,-1,Inf,Inf,0
19,0.013000000000000001,18,0.0,1.3887966408825367e-5,1
20,0.0,-1,Inf,Inf,0
21,0.0,-1,Inf,Inf,0
22,0.0,-1,Inf,Inf,0
23,0.0,-1,Inf,Inf,0
24,0.006,5,0.0,2.1817037065829936e-10,1
25,0.004,2,0.0,8.881784197001252e-15,1
26,0.0,-1,Inf,Inf,0
27,0.005,3,6.163048738017096e-8,5.2056328136984575e-9,1
28,0.039,56,1.7833119841936806e-9,9.592609063819146e-8,1
29,0.0,-1,Inf,Inf,0
30,0.011,9,4.6180538489197516e-5,2.7978398264849602e-8,1
31,0.0,-1,Inf,Inf,0
32,0.005,2,0.0,2.220446049250313e-16,1
33,0.0,-1,Inf,Inf,0
34,0.0,-1,Inf,Inf,0
35,0.012,7,0.0,3.718803043284424e-12,1
36,0.009,7,3.34269549817634e-8,1.1906344875300956e-8,1
37,0.006,3,3.937205073652418e-8,3.193162267518384e-8,1
38,0.0,-1,Inf,Inf,0
39,0.271,4,0.0,2.399119125584548e-9,1
40,0.0,-1,Inf,Inf,0
41,0.0,-1,Inf,Inf,0
42,0.016,13,1.0566874250605984e-9,5.31020782901237e-11,1
43,0.004,2,2.0435192572397413e-10,1.9729753941710726e-10,1
44,0.001,5,0.0,0.0,1
45,0.003,1,9.43689570931383e-16,4.440892098500626e-16,1
46,0.0,-1,Inf,Inf,0
47,0.0,-1,Inf,Inf,0
48,0.003,1,0.0,1.9984014443252818e-14,1
49,0.006,3,2.6606550296293108e-9,1.8632129172857503e-10,1
50,0.0,-1,Inf,Inf,0
51,0.15200000000000002,137,0.0,7.138256155614364e-8,1
52,0.003,2,0.0,7.612844286561393e-8,1
53,0.0,-1,Inf,Inf,0
54,0.012,8,0.0,5.482910552245812e-7,1
55,0.004,5,0.0,1.2535261717516732e-10,1
56,0.029,30,0.06068609588967556,2.956457193305395e-17,1
57,0.004,6,3.140783064736752e-7,3.167708433645961e-7,1
58,0.0,-1,Inf,Inf,0
59,0.0,-1,Inf,Inf,0
60,0.0,-1,Inf,Inf,0
61,0.0,-1,Inf,Inf,0
62,0.0,-1,Inf,Inf,0
63,0.008,13,0.0,3.725290298461914e-7,1
64,0.019000000000000003,14,0.0,3.403044518401899e-8,1
65,0.01,10,1.9999301420104704e-8,1.0,0
66,0.018000000000000002,19,0.0,8.228519162886577e-7,1
67,0.0,-1,Inf,Inf,0
68,0.0,-1,Inf,Inf,0
69,0.011,17,2.554620870398594e-8,2.0612437978684284e-7,1
70,0.0,-1,Inf,Inf,0
71,0.013999999999999999,5,0.0,5.81826697931831e-10,1
72,0.005,8,2.1849291347659038e-6,4.440892098500626e-16,1
73,0.003,2,0.0,1.0262073017656804e-7,1
74,0.03,24,0.0011745726435492543,11.312804942989022,0
75,0.0,-1,Inf,Inf,0
76,0.006,6,1.4432899320127035e-15,4.1779162351929244e-9,1
77,0.0,-1,Inf,Inf,0
78,0.0,-1,Inf,Inf,0
79,3.039,3000,1017.9376214535208,1599.9747362922462,0
80,0.01,19,7.161337737126009e-9,8.293258200176012e-7,1
81,0.0,-1,Inf,Inf,0
82,0.019,15,3.1785098045453954e-7,1.3692935674214368e-10,1
83,0.003,3,1.2358114531707542e-11,0.0,1
84,0.016,20,1.5241141682054149e-12,1.4210854715202004e-14,1
85,0.001,1,1.3322676295501878e-15,7.771561172376096e-16,1
86,0.0,-1,Inf,Inf,0
87,0.006,6,5.305187755766383e-8,4.187878364092512e-7,1
88,0.0,-1,Inf,Inf,0
89,0.008,11,0.0,7.842820133330263e-7,1
90,0.006,9,2.3078339239646084e-10,9.123368727159686e-12,1
91,0.007,7,0.0,2.617150940409374e-11,1
92,0.009999999999999998,11,2.828192284531905e-9,2.2608237504329054e-10,1
93,0.004,2,0.0,1.6210093231605605e-7,1
94,0.0,-1,Inf,Inf,0
95,0.013,8,0.0,5.864636852493277e-7,1
96,0.015,13,1.332004157677345e-11,1.6764367672283423e-12,1
97,0.0,-1,Inf,Inf,0
98,0.0,-1,Inf,Inf,0
99,0.0,-1,Inf,Inf,0
100,0.006,9,7.747643614663958e-8,1.1363523455543145e-9,1
101,0.0,-1,Inf,Inf,0
102,0.015,9,2.169232793391984e-9,1.0265939209830321e-9,1
103,0.0,-1,Inf,Inf,0
104,0.012,12,4.106465167907913e-12,2.185807090882008e-12,1
105,0.0,-1,Inf,Inf,0
106,0.005,7,0.0,1.2747580768746047e-12,1
107,0.0,-1,Inf,Inf,0
108,0.015,11,0.0,3.1210367623657476e-10,1
109,0.013999999999999999,13,2.949148598007023e-8,9.466783565947878e-7,1
110,0.012,13,0.0,5.960464477539061e-7,1
111,0.013999999999999999,16,9.033572421987613e-7,4.440892098500626e-16,1
112,0.0,-1,Inf,Inf,0
113,0.0,-1,Inf,Inf,0
114,0.0,-1,Inf,Inf,0
115,0.0,-1,Inf,Inf,0
116,0.002,4,7.962963621821473e-12,5.559996907322784e-12,1
117,0.003,1,0.0,0.0,1
118,0.0,-1,Inf,Inf,0
119,0.009000000000000001,5,1.5938357103193124e-11,3.0918909033061936e-7,1
120,0.0,-1,Inf,Inf,0
121,0.002,1,0.0,0.0,1
122,0.0,-1,Inf,Inf,0
123,0.01,5,0.0,1.474376176702208e-13,1
124,0.004,5,0.0,1.677149086276586e-8,1
125,0.0,-1,Inf,Inf,0
126,0.005,5,0.0,6.799005802804459e-13,1
127,0.08600000000000001,100,0.0,5.579708327319022e-10,1
128,0.0,-1,Inf,Inf,0
129,0.0,-1,Inf,Inf,0
130,0.013000000000000001,7,7.187495043581293e-11,1.1102230246251565e-16,1
131,0.02,18,3.130541153950617e-5,2.4336632906905677,0
132,0.019,13,0.0,3.880385153159905e-7,1
133,0.016,15,1.313155735260807e-6,7.11947341411207,0
134,0.0,-1,Inf,Inf,0
135,0.006,5,0.0,3.923196345567703e-12,1
136,0.0,-1,Inf,Inf,0
137,0.012,11,0.0,6.854960847846314e-7,1
138,0.138,91,3.6819784341446393e-6,1.8408079285291024,0
139,0.006,7,0.0,1.1146195078026722e-10,1
140,0.004,1,0.0,1.3322676295501878e-14,1
141,0.007,8,0.0,7.746163855236644e-8,1
142,0.0,-1,Inf,Inf,0
143,0.009000000000000001,4,0.0,3.6945566534996036e-11,1
144,0.002,1,2.220446049250313e-16,0.0,1
145,0.011,5,0.0,2.6008883935446647e-10,1
146,0.007,10,1.1339316780217568e-12,6.039613253960852e-14,1
147,0.005,4,9.098515488514501e-14,3.232969447708456e-13,1
148,0.0,-1,Inf,Inf,0
149,0.001,1,0.0,0.0,1
150,0.009999999999999998,14,5.498788226108997e-7,2.7235715663320725e-7,1
151,0.002,1,6.217248937900877e-15,4.440892098500626e-16,1
152,0.0,-1,Inf,Inf,0
153,0.003,1,0.0,0.0,1
154,0.0,-1,Inf,Inf,0
155,0.0,-1,Inf,Inf,0
156,0.0,-1,Inf,Inf,0
157,0.0,-1,Inf,Inf,0
158,0.043000000000000003,40,0.0001343467163223977,0.18771045197899028,0
159,0.009000000000000001,16,3.1122346367843434e-7,1.0372052705598378e-7,1
160,0.0,-1,Inf,Inf,0
161,0.002,1,7.105427357601002e-15,1.0658141036401503e-14,1
