id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
12,SSINE,3,2,0,first_order,0.0,0.11830902099609375,2518,7.870656932110268e-11,1.8360867335469716e-7,21599,2519,21599,0,0,2518,0,5037,2518,0,0,0,0,0,0,0,0,0,0,
13,HS7,2,1,0,first_order,-1.7320508135814014,0.0008609294891357422,17,2.3139251625892143e-9,2.0827994884342615e-8,87,18,87,0,0,17,0,35,17,0,0,0,0,0,0,0,0,0,0,
14,BOX3NE,3,10,0,first_order,0.0,0.0005319118499755859,6,3.3069020868876025e-7,6.248331782532368e-10,7,7,7,0,0,6,0,13,6,0,0,0,0,0,0,0,0,0,0,
15,HS48,5,2,0,first_order,7.34186874768376e-15,0.0006082057952880859,10,2.2445247522285035e-7,1.0625711421852202e-10,11,11,11,0,0,10,0,21,10,0,0,0,0,0,0,0,0,0,0,
16,BT9,4,2,0,first_order,-1.000000121557507,0.0009069442749023438,17,4.869981093946762e-7,6.099726457264865e-8,20,18,20,0,0,17,0,35,17,0,0,0,0,0,0,0,0,0,0,
17,S308NE,2,3,0,max_iter,0.0,0.12787985801696777,3000,1.9073486328125e-6,0.7683329806503616,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
18,MGH17S,5,33,0,max_iter,0.0,0.7413480281829834,3000,3.926805088760865e-6,0.005153166690504918,43789,3001,43789,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
19,DENSCHNDNE,3,3,0,first_order,0.0,0.0015721321105957031,31,1.594502423345707e-7,9.840359103657872e-7,32,32,32,0,0,31,0,63,31,0,0,0,0,0,0,0,0,0,0,
20,CERI651B,7,66,0,max_iter,0.0,1.093254804611206,3000,1.773889985879937,2.737575987507312,3008,3001,3008,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
21,THURBER,7,37,0,max_iter,0.0,1.0591070652008057,3000,3.041082814335823,34.965721440783,90426,3001,90426,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
22,CERI651E,7,64,0,max_iter,0.0,0.9993681907653809,3000,0.038473472730173194,1.9611328686478453,3002,3001,3002,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
23,BARDNE,3,15,0,max_iter,0.0,0.2198021411895752,3000,1.52587890625e-5,0.0822160424340117,8965,3001,8965,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
24,GOTTFR,2,2,0,first_order,0.0,0.0015151500701904297,34,7.958546936848335e-10,2.0367874054016966e-12,36,35,36,0,0,34,0,69,34,0,0,0,0,0,0,0,0,0,0,
25,STREGNE,4,2,0,first_order,0.0,0.0004050731658935547,6,5.5139912192253875e-9,1.1027956325904142e-11,7,7,7,0,0,6,0,13,6,0,0,0,0,0,0,0,0,0,0,
26,PENLT2NE,4,8,0,max_iter,0.0,0.253262996673584,3000,1.5378701619686434e-8,7.53575981888919e-6,41679,3001,41679,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
27,HS42,4,2,0,first_order,13.857864355358535,0.00046181678771972656,8,2.4948931809376518e-12,7.95219134985814e-9,9,9,9,0,0,8,0,17,8,0,0,0,0,0,0,0,0,0,0,
28,HS27,3,1,0,first_order,0.03999999996800128,0.002104043960571289,43,6.3994875440509524e-9,7.999679807468851e-10,289,44,289,0,0,43,0,87,43,0,0,0,0,0,0,0,0,0,0,
29,DENSCHNBNE,2,3,0,first_order,0.0,0.00037384033203125,6,1.297015331297153e-9,1.2969625373671079e-12,7,7,7,0,0,6,0,13,6,0,0,0,0,0,0,0,0,0,0,
30,DIXCHLNG,10,5,0,max_iter,1172.8485377057614,0.298969030380249,3000,0.00043618321865324106,0.5454021387666128,3003,3001,3003,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
31,VARDIMNE,10,12,0,first_order,0.0,0.0011889934539794922,11,1.5361945657390342e-7,1.531397231246956e-11,12,12,12,0,0,11,0,23,11,0,0,0,0,0,0,0,0,0,0,
32,HIMMELBE,3,3,0,first_order,0.0,0.0003609657287597656,5,1.3387608160769919e-8,1.8884005470454213e-11,6,6,6,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,
33,CERI651A,7,61,0,max_iter,0.0,1.0832209587097168,3000,1.878777425195238,6.094439742346374,3053,3001,3053,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
34,MISRA1C,2,14,0,max_iter,0.0,0.3909149169921875,3000,0.005065888166427612,0.08318465202012248,98440,3001,98440,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
35,HATFLDG,25,25,0,first_order,0.0,0.0018329620361328125,11,1.7999903749388802e-7,6.153938691966232e-9,17,12,17,0,0,11,0,23,11,0,0,0,0,0,0,0,0,0,0,
36,BT11,5,3,0,first_order,0.8248915425314784,0.0006780624389648438,10,1.8032295656666975e-9,9.366171889457764e-8,11,11,11,0,0,10,0,21,10,0,0,0,0,0,0,0,0,0,0,
37,MARATOS,2,1,0,first_order,-1.0000000936306657,0.08708000183105469,897,6.238089389487556e-8,1.872617148013235e-7,24563,898,24563,0,0,897,0,1795,897,0,0,0,0,0,0,0,0,0,0,
38,JENSMPNE,2,10,0,infeasible,0.0,0.002463817596435547,41,8192.0,4.740773729022333,47,42,47,0,0,41,0,84,41,0,0,0,0,0,0,0,0,0,0,
39,MANCINONE,100,100,0,first_order,0.0,0.16564416885375977,4,1.1767790715282294e-8,2.39855069139594e-9,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
40,LSC1,3,6,0,max_iter,0.0,0.27387404441833496,3000,1.3964216805106844e-6,1.9577189876707095,74941,3001,74941,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
41,CHWIRUT2,3,54,0,max_iter,0.0,0.9273650646209717,3000,4.379557867650874e-5,11.044253854475613,74644,3001,74644,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
42,BT6,5,2,0,first_order,0.27704478816879197,0.0010340213775634766,17,2.725675316561649e-7,4.8914505779151796e-9,22,18,22,0,0,17,0,35,17,0,0,0,0,0,0,0,0,0,0,
43,ORTHREGB,27,6,0,first_order,7.69579819174462e-20,0.0011670589447021484,5,4.934332122102974e-9,2.0028423364237824e-13,6,6,6,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,
44,HS6,2,1,0,first_order,8.380626057163084e-13,0.0033850669860839844,80,9.154582221147683e-7,9.36406507889842e-11,440,81,440,0,0,80,0,161,80,0,0,0,0,0,0,0,0,0,0,
45,HS28,3,1,0,first_order,5.316750823711653e-15,0.0005209445953369141,10,2.062377432683459e-7,1.0311906883941901e-10,11,11,11,0,0,10,0,21,10,0,0,0,0,0,0,0,0,0,0,
46,WATSONNE,12,31,0,first_order,0.0,0.0012531280517578125,4,1.7145877383747103e-10,5.5531093057226144e-8,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
47,DEVGLA1NE,4,24,0,first_order,0.0,0.009013175964355469,55,2.949306167180938e-9,3.1363060770672746e-7,101,56,101,0,0,55,0,111,55,0,0,0,0,0,0,0,0,0,0,
48,CUBENE,2,2,0,first_order,0.0,0.00038695335388183594,7,1.893579818248307e-7,5.680819148423666e-10,13,8,13,0,0,7,0,15,7,0,0,0,0,0,0,0,0,0,0,
49,HS40,4,3,0,first_order,-0.2499993318635234,0.0010578632354736328,18,8.52589132016579e-7,6.801060235539502e-7,19,19,19,0,0,18,0,37,18,0,0,0,0,0,0,0,0,0,0,
50,ELATVIDUNE,2,3,0,max_iter,0.0,0.1475222110748291,3000,7.62939453125e-6,4.827666129777123,11948,3001,11948,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
51,HATFLDF,3,3,0,first_order,0.0,0.0012249946594238281,22,2.4828927857082576e-7,1.4177632540190999e-9,61,23,61,0,0,22,0,45,22,0,0,0,0,0,0,0,0,0,0,
52,MOREBVNE,10,10,0,first_order,0.0,0.0003571510314941406,3,1.382609020698474e-10,5.484050713544519e-13,4,4,4,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,
53,KOWOSBNE,4,11,0,max_iter,0.0,0.4246509075164795,3000,2.453496833254576e-6,0.01111260754065907,91446,3001,91446,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
54,COOLHANS,9,9,0,max_iter,0.0,0.31828999519348145,3000,1732.6925956497682,0.040852232595050664,3003,3001,3003,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
55,HS8,2,2,0,first_order,-1.0,0.0002758502960205078,4,6.484798631349764e-8,1.1713435110749515e-8,6,5,6,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
56,BT8,5,2,0,first_order,1.0000009768430813,0.0006890296936035156,13,2.9395856408764853e-11,9.768430813025869e-7,14,14,14,0,0,13,0,27,13,0,0,0,0,0,0,0,0,0,0,
57,BT1,2,1,0,first_order,-1.0000006506569719,0.002162933349609375,47,1.8061996343021747e-10,6.539266017568934e-9,240,48,240,0,0,47,0,95,47,0,0,0,0,0,0,0,0,0,0,
58,LSC2,3,6,0,max_iter,0.0,0.14537906646728516,3000,0.14285796604053758,2.118242311702943,3002,3001,3002,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
59,MISRA1A,2,14,0,max_iter,0.0,0.44126415252685547,3000,0.005422661080956459,0.13191564366019293,97843,3001,97843,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
60,DEVGLA2NE,5,16,0,first_order,0.0,0.0020749568939208984,13,1.6394596988565556e-7,4.398396669103022e-8,15,14,15,0,0,13,0,27,13,0,0,0,0,0,0,0,0,0,0,
61,CERI651C,7,56,0,max_iter,0.0,0.926908016204834,3000,0.09531832494283261,2.6994011847483597,3018,3001,3018,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
62,EGGCRATENE,2,4,0,infeasible,0.0,0.0012848377227783203,28,3.982729777831131e-59,3.0196018847849517,30,29,30,0,0,28,0,58,28,0,0,0,0,0,0,0,0,0,0,
63,RECIPE,3,3,0,first_order,0.0,0.0012459754943847656,25,7.694261389539486e-7,3.847130105094775e-9,26,26,26,0,0,25,0,51,25,0,0,0,0,0,0,0,0,0,0,
64,HATFLDFLNE,3,3,0,max_iter,0.0,0.13007688522338867,3000,0.000265066962235494,0.006475928849912105,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
65,DENSCHNENE,3,3,0,first_order,0.0,0.0007112026214599609,14,1.597095868641034e-14,1.0369307563534748e-37,15,15,15,0,0,14,0,29,14,0,0,0,0,0,0,0,0,0,0,
66,PRICE4NE,2,2,0,first_order,0.0,0.0009191036224365234,19,2.761182080387835e-10,7.721884633107198e-7,20,20,20,0,0,19,0,39,19,0,0,0,0,0,0,0,0,0,0,
67,CHNRSBNE,50,98,0,first_order,0.0,0.06558609008789062,45,8.298424922757081e-10,1.1263212584822213e-12,60,46,60,0,0,45,0,91,45,0,0,0,0,0,0,0,0,0,0,
68,BROWNBSNE,2,3,0,first_order,0.0,0.0007450580596923828,15,3.095879987045631e-7,3.4924596548080444e-10,84,16,84,0,0,15,0,31,15,0,0,0,0,0,0,0,0,0,0,
69,BYRDSPHR,3,2,0,first_order,-4.683300312129898,0.0006639957427978516,13,1.625128365212447e-9,3.704429270001697e-7,21,14,21,0,0,13,0,27,13,0,0,0,0,0,0,0,0,0,0,
70,RAT43,4,15,0,max_iter,0.0,0.28996920585632324,3000,0.00595077543403019,66.63072365640642,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
71,LUKSAN21,100,100,0,first_order,0.0,0.01600503921508789,13,4.920033256808948e-7,2.28599261742346e-9,14,14,14,0,0,13,0,27,13,0,0,0,0,0,0,0,0,0,0,
72,HS50,5,3,0,first_order,1.0549552898302606e-15,0.0005810260772705078,9,8.292066233058556e-7,2.746678440246342e-10,10,10,10,0,0,9,0,19,9,0,0,0,0,0,0,0,0,0,0,
73,METHANB8,31,31,0,first_order,0.0,0.003988027572631836,9,2.707047767095604e-8,8.422629260707026e-11,10,10,10,0,0,9,0,19,9,0,0,0,0,0,0,0,0,0,0,
74,POWELLSQ,2,2,0,first_order,0.0,0.0008900165557861328,19,6.628241138361241e-18,1.9447187039201054e-15,52,20,52,0,0,19,0,39,19,0,0,0,0,0,0,0,0,0,0,
75,ECKERLE4,3,35,0,max_iter,0.0,0.4470860958099365,3000,3.148913291784986e-5,0.018086962201413426,5989,3001,5989,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
76,BT10,2,2,0,first_order,-1.000000121557695,0.0006120204925537109,13,4.86998864346333e-7,6.099735849751653e-8,14,14,14,0,0,13,0,27,13,0,0,0,0,0,0,0,0,0,0,
77,BOXBOD,2,6,0,max_iter,0.0,0.23513293266296387,3000,6.3347251852974296e-6,23.405613643040567,49914,3001,49914,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
78,DANIWOOD,2,6,0,infeasible,0.0,0.00152587890625,27,0.0,0.03683649379342935,30,28,30,0,0,27,0,56,27,0,0,0,0,0,0,0,0,0,0,
79,OSCIPANE,10,10,0,max_iter,0.0,0.2341458797454834,3000,0.007881017251538306,0.999993877959225,13082,3001,13082,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
80,HS26,3,1,0,first_order,1.1890938970133272e-12,0.0017809867858886719,38,4.554830498502639e-9,6.133563013044352e-7,108,39,108,0,0,38,0,77,38,0,0,0,0,0,0,0,0,0,0,
81,CERI651D,7,67,0,max_iter,0.0,1.0619170665740967,3000,0.00029533631877849074,1.906563890401863,3378,3001,3378,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
82,BT7,5,3,0,first_order,360.37956195894395,0.001851797103881836,35,9.664821739841926e-7,4.300671707646586e-7,74,36,74,0,0,35,0,71,35,0,0,0,0,0,0,0,0,0,0,
83,HS9,2,1,0,first_order,-0.5,0.00032019615173339844,5,2.998712389512548e-13,0.0,6,6,6,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,
84,HS100LNP,7,2,0,first_order,680.6300573571281,0.0006151199340820312,9,2.994621439711409e-9,1.4671439008129283e-8,12,10,12,0,0,9,0,19,9,0,0,0,0,0,0,0,0,0,0,
85,GENHS28,10,8,0,first_order,0.9271731327512542,0.0004811286926269531,5,3.807350645868013e-8,3.7933595165018374e-7,6,6,6,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,
86,MGH10,3,16,0,infeasible,0.0,0.004472017288208008,55,5.699674322312386e-5,34780.0,116,56,116,0,0,55,0,112,55,0,0,0,0,0,0,0,0,0,0,
87,BT5,3,2,0,first_order,961.7151721359685,0.0019049644470214844,37,7.769576972904702e-7,5.692108118182659e-9,39,38,39,0,0,37,0,75,37,0,0,0,0,0,0,0,0,0,0,
88,GROWTH,3,12,0,max_iter,0.0,0.23050498962402344,3000,0.028424751544662286,0.5550665121644194,3090,3001,3090,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
89,POWELLBS,2,2,0,first_order,0.0,0.013131856918334961,294,9.438697354182804e-7,4.321630614204439e-7,295,295,295,0,0,294,0,589,294,0,0,0,0,0,0,0,0,0,0,
90,HS61,3,2,0,first_order,-143.64614269634413,0.0007679462432861328,15,8.36927416258959e-8,2.56659353325972e-7,34,16,34,0,0,15,0,31,15,0,0,0,0,0,0,0,0,0,0,
91,PRICE3NE,2,2,0,first_order,0.0,0.0003960132598876953,7,1.607390351559056e-11,2.6182167545130142e-11,8,8,8,0,0,7,0,15,7,0,0,0,0,0,0,0,0,0,0,
92,HS77,5,2,0,first_order,0.24150512751085865,0.0011448860168457031,19,3.584343428383874e-7,9.43013789278524e-9,32,20,32,0,0,19,0,39,19,0,0,0,0,0,0,0,0,0,0,
93,INTEQNE,12,12,0,first_order,0.0,0.0004918575286865234,3,8.946832063373352e-13,3.5561831257524545e-15,4,4,4,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,
94,ENGVAL2NE,3,5,0,first_order,0.0,0.0007388591766357422,11,3.87199663065187e-11,1.0658141036401503e-13,15,12,15,0,0,11,0,23,11,0,0,0,0,0,0,0,0,0,0,
95,HYDCAR20,99,99,0,max_iter,0.0,8.542682886123657,3000,5.272999445706493e-5,8.13811624714722e-5,3289,3001,3289,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
96,HS39,4,2,0,first_order,-1.000000121557507,0.0008158683776855469,17,4.869981093946762e-7,6.099726457264865e-8,20,18,20,0,0,17,0,35,17,0,0,0,0,0,0,0,0,0,0,
97,OSBORNE2,11,65,0,max_iter,0.0,2.6082680225372314,3000,1.7649581423029304e-6,0.06675335824776207,59224,3001,59224,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
98,ARGAUSS,3,15,0,max_iter,0.0,0.25420618057250977,3000,1.5497207641601562e-6,5.6137838756686875e-5,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
99,CHNRSNBMNE,50,98,0,first_order,0.0,0.0397489070892334,64,2.313436542024855e-8,3.488154209918548e-11,97,65,97,0,0,64,0,129,64,0,0,0,0,0,0,0,0,0,0,
100,MWRIGHT,5,3,0,max_iter,24.906609250113483,0.256655216217041,3000,1.0872000571759965e-6,0.00813380654607232,67587,3001,67587,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
101,BEALENE,2,3,0,first_order,0.0,0.0004420280456542969,7,4.8158867708172346e-8,9.540013223841015e-11,8,8,8,0,0,7,0,15,7,0,0,0,0,0,0,0,0,0,0,
102,BT4,3,2,0,first_order,-45.51055074525643,0.009335041046142578,171,5.5176116120492225e-8,3.0470914680336136e-10,1875,172,1875,0,0,171,0,343,171,0,0,0,0,0,0,0,0,0,0,
103,TRIGON2NE,10,31,0,max_iter,0.0,0.2590339183807373,3000,2.384185791015625e-5,1.0,3003,3001,3003,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
104,BT2,3,1,0,first_order,0.032568200393197744,0.0006690025329589844,13,2.554727263071044e-13,3.732125719579926e-12,14,14,14,0,0,13,0,27,13,0,0,0,0,0,0,0,0,0,0,
105,YFITNE,3,17,0,first_order,0.0,0.0015718936920166016,15,5.5596021899259954e-8,4.4686558453577163e-7,25,16,25,0,0,15,0,31,15,0,0,0,0,0,0,0,0,0,0,
106,DENSCHNCNE,2,2,0,first_order,0.0,0.00039887428283691406,7,5.512559127233835e-11,1.9791501770782816e-11,8,8,8,0,0,7,0,15,7,0,0,0,0,0,0,0,0,0,0,
107,HATFLDENE,3,21,0,max_iter,0.0,0.3639180660247803,3000,1.52587890625e-5,0.0007935169566142264,8976,3001,8976,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
108,WAYSEA2NE,2,2,0,first_order,0.0,0.0005970001220703125,11,6.575247201058035e-11,3.2542546435365693e-10,18,12,18,0,0,11,0,23,11,0,0,0,0,0,0,0,0,0,0,
109,HS46,5,2,0,first_order,1.3680481669760618e-11,0.0011470317840576172,20,2.839620036075544e-8,9.230267893345356e-7,32,21,32,0,0,20,0,41,20,0,0,0,0,0,0,0,0,0,0,
110,POWELLSE,4,4,0,first_order,0.0,0.008810997009277344,198,9.971518712234123e-7,6.086389257291415e-7,199,199,199,0,0,198,0,397,198,0,0,0,0,0,0,0,0,0,0,
111,HS49,5,2,0,max_iter,2.8026397893721562e-8,0.12993597984313965,3000,4.331897372390029e-6,2.165949197774353e-9,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
112,ROSZMAN1,4,25,0,max_eval,0.0,0.5460569858551025,1919,8.392333984375e-5,0.08339849239726219,100030,1920,100030,0,0,1919,0,3839,1919,0,0,0,0,0,0,0,0,0,0,
113,MEYER3NE,3,16,0,max_eval,0.0,0.5250527858734131,2917,0.0808532443625154,5.374846615501156,100007,2918,100007,0,0,2917,0,5835,2917,0,0,0,0,0,0,0,0,0,0,
114,MISRA1D,2,14,0,max_iter,0.0,0.3957540988922119,3000,0.0014495383948087692,0.0954170028429786,91096,3001,91096,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
115,LANCZOS2,6,24,0,max_iter,0.0,0.4289259910583496,3000,1.6171810944708105e-5,3.883836258022216e-5,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
116,HS78,5,3,0,first_order,-2.9197002856672456,0.11119389533996582,1671,9.964520812921762e-7,1.5783329554430736e-7,1673,1672,1673,0,0,1671,0,3343,1671,0,0,0,0,0,0,0,0,0,0,
117,BOOTH,2,2,0,first_order,0.0,0.0002651214599609375,4,9.987525613302114e-10,9.965361869035405e-13,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
118,OSBORNE1,5,33,0,max_iter,0.0,0.9574837684631348,3000,5.28511681174848e-6,0.0044759884734435484,83728,3001,83728,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
119,BA-L1,57,12,0,first_order,0.0,0.006604909896850586,4,5.468108365928847e-16,7.744347385596484e-10,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
120,ERRINROSNE,50,98,0,max_iter,0.0,1.0610477924346924,3000,3.0994415283203125e-6,1.0959108203924992,5969,3001,5969,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
121,ZANGWIL3,3,3,0,first_order,0.0,0.00030303001403808594,4,3.473115861367496e-8,3.397020110916245e-11,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
122,MGH10S,3,16,0,infeasible,0.0,0.0015020370483398438,17,3.128094588554741e-179,34780.0,22,18,22,0,0,17,0,36,17,0,0,0,0,0,0,0,0,0,0,
123,DENSCHNFNE,2,2,0,first_order,0.0,0.00032901763916015625,5,1.9132266209165175e-13,1.474376176702208e-13,6,6,6,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,
124,HIMMELBC,2,2,0,first_order,0.0,0.0003151893615722656,5,2.682443662621818e-7,1.6505383726439504e-8,7,6,7,0,0,5,0,11,5,0,0,0,0,0,0,0,0,0,0,
125,LANCZOS3,6,24,0,max_iter,0.0,0.44384002685546875,3000,1.8156759516229878e-5,5.806979429206355e-5,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
126,HYPCIR,2,2,0,first_order,0.0,0.0002779960632324219,4,8.715723626148355e-9,9.5770813501872e-10,6,5,6,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
127,HEART6,6,6,0,max_iter,0.0,0.3063678741455078,3000,10.138593882322311,0.245516027675116,54667,3001,54667,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
128,BIGGS6NE,6,13,0,first_order,0.0,0.01300501823425293,122,3.811996743515307e-10,2.3212506583547565e-8,314,123,314,0,0,122,0,245,122,0,0,0,0,0,0,0,0,0,0,
129,LANCZOS1,6,24,0,max_iter,0.0,0.4532279968261719,3000,1.6487128821658317e-5,3.920286565401278e-5,3001,3001,3001,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
130,S316-322,2,1,0,first_order,334.314480348465,0.0007169246673583984,15,1.341184940883977e-10,5.179441644465044e-7,18,16,18,0,0,15,0,31,15,0,0,0,0,0,0,0,0,0,0,
131,HIMMELBD,2,2,0,max_iter,0.0,0.17200803756713867,3000,4.477985203266144e-5,2.433599908363021,50615,3001,50615,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
132,FLT,2,2,0,first_order,0.0,0.0007219314575195312,14,2.8747809016647573e-7,3.7860249958780225e-7,15,15,15,0,0,14,0,29,14,0,0,0,0,0,0,0,0,0,0,
133,FREURONE,2,2,0,max_iter,0.0,0.17011594772338867,3000,1.6808509826660156e-5,4.948952095102562,29842,3001,29842,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
134,DANWOOD,2,6,0,infeasible,0.0,0.0026488304138183594,44,16.0,0.03683649379342935,85,45,85,0,0,44,0,90,44,0,0,0,0,0,0,0,0,0,0,
135,HYDCAR6,29,29,0,first_order,0.0,0.02499699592590332,67,7.97548221234082e-7,6.529273594013674e-8,73,68,73,0,0,67,0,135,67,0,0,0,0,0,0,0,0,0,0,
136,VIBRBEAMNE,8,30,0,max_iter,0.0,1.8997409343719482,3000,0.0347820941824466,0.17320270978146013,87456,3001,87456,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
137,HEART8,8,8,0,first_order,0.0,0.0146942138671875,172,2.8940980998344542e-8,2.219335826225688e-11,825,173,825,0,0,172,0,345,172,0,0,0,0,0,0,0,0,0,0,
