id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,real_time,internal_msg
120,ERRINROSNE,50,98,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001127004623413086,Not_Enough_Degrees_Of_Freedom
121,ZANGWIL3,3,3,0,first_order,0.0,0.001,1,0.0,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011589527130126953,Solve_Succeeded
122,MGH10S,3,16,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001094818115234375,Not_Enough_Degrees_Of_Freedom
123,DENSCHNFNE,2,2,0,first_order,0.0,0.0,4,0.0,1.8875752338942675e-6,5,6,5,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.0023419857025146484,Solve_Succeeded
124,HIMMELBC,2,2,0,first_order,0.0,0.003,5,0.0,1.677149086276586e-8,8,7,8,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.002933025360107422,Solve_Succeeded
125,LANCZOS3,6,24,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011241436004638672,Not_Enough_Degrees_Of_Freedom
126,HYPCIR,2,2,0,first_order,0.0,0.001,4,0.0,2.8565905689781346e-6,7,6,7,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.002624988555908203,Solve_Succeeded
127,HEART6,6,6,0,first_order,0.0,0.059000000000000004,98,0.0,4.267419325643118e-5,215,14,215,0,0,101,0,0,97,0,0,0,0,0,0,0,0,0,0,,0.06746602058410645,Solve_Succeeded
128,BIGGS6NE,6,13,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0010898113250732422,Not_Enough_Degrees_Of_Freedom
129,LANCZOS1,6,24,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011761188507080078,Not_Enough_Degrees_Of_Freedom
130,S316-322,2,1,0,first_order,334.31457505076196,0.004,7,7.187495043581293e-11,1.1102230246251565e-16,8,9,8,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.003947019577026367,Solve_Succeeded
131,HIMMELBD,2,2,0,infeasible,0.0,0.011,15,0.006976536924412358,2.4336632895993806,74,10,78,0,0,19,0,0,15,0,0,0,0,0,0,0,0,0,0,,0.010571956634521484,Infeasible_Problem_Detected
132,FLT,2,2,0,first_order,0.0,0.004,9,0.0,9.946415015657882e-5,10,6,10,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,,0.006165027618408203,Solve_Succeeded
133,FREURONE,2,2,0,infeasible,0.0,0.006,14,1.631598934181966e-5,7.106813350415313,83,10,93,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,,0.010247945785522461,Infeasible_Problem_Detected
134,DANWOOD,2,6,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0010979175567626953,Not_Enough_Degrees_Of_Freedom
135,HYDCAR6,29,29,0,first_order,0.0,0.003,4,0.0,1.4460967094637455e-5,8,6,8,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.003515005111694336,Solve_Succeeded
136,VIBRBEAMNE,8,30,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011789798736572266,Not_Enough_Degrees_Of_Freedom
137,HEART8,8,8,0,first_order,0.0,0.006,11,0.0,6.854960812319177e-7,39,13,43,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,,0.0071108341217041016,Solve_Succeeded
138,VANDANIUMS,22,10,0,infeasible,0.0,0.011,17,0.0009823907321067082,2.5401710261940025,53,13,53,0,0,21,0,0,17,0,0,0,0,0,0,0,0,0,0,,0.015799999237060547,Infeasible_Problem_Detected
139,HELIXNE,3,3,0,first_order,0.0,0.0,6,0.0,7.514425501576e-5,11,8,11,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,,0.003849029541015625,Solve_Succeeded
140,RSNBRNE,2,2,0,first_order,0.0,0.001,1,0.0,1.3322676295501878e-14,3,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0012929439544677734,Solve_Succeeded
141,CLUSTER,2,2,0,first_order,0.0,0.003,6,0.0,8.166099586560973e-5,7,8,7,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,,0.0033240318298339844,Solve_Succeeded
142,RAT42,3,9,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001168966293334961,Not_Enough_Degrees_Of_Freedom
143,METHANL8,31,31,0,first_order,0.0,0.002,3,0.0,9.545734933344648e-5,4,5,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,,0.0026819705963134766,Solve_Succeeded
144,HS51,5,3,0,first_order,4.930380657631324e-32,0.001,1,6.661338147750939e-16,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011708736419677734,Solve_Succeeded
145,QINGNE,100,100,0,first_order,0.0,0.003,4,0.0,9.216047186200171e-5,8,6,8,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.0038139820098876953,Solve_Succeeded
146,HS56,7,4,0,first_order,-3.4560027904426103,0.005,9,1.922726730496862e-6,1.9378069309183843e-6,10,11,10,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,,0.005340099334716797,Solve_Succeeded
147,BT12,5,3,0,first_order,6.188118811881187,0.0,3,7.63946087833714e-7,5.517616273209569e-6,4,5,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,,0.0020601749420166016,Solve_Succeeded
148,HATFLDDNE,3,10,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011031627655029297,Not_Enough_Degrees_Of_Freedom
149,HIMMELBA,2,2,0,first_order,0.0,0.001,1,0.0,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011470317840576172,Solve_Succeeded
150,HS111LNP,10,3,0,first_order,-47.76261946049684,0.006,12,0.0001532267038812929,7.11297583313314e-5,13,14,13,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,,0.006613016128540039,Solve_Succeeded
151,HS52,5,3,0,first_order,5.326647564469915,0.001,1,6.217248937900877e-15,4.440892098500626e-16,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.001157999038696289,Solve_Succeeded
152,MISRA1B,2,14,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011019706726074219,Not_Enough_Degrees_Of_Freedom
153,SINVALNE,2,2,0,first_order,0.0,0.001,1,0.0,0.0,3,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.001277923583984375,Solve_Succeeded
154,EXP2NE,2,10,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011548995971679688,Not_Enough_Degrees_Of_Freedom
155,HIMMELBFNE,4,7,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011138916015625,Not_Enough_Degrees_Of_Freedom
156,MGH09,4,11,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011069774627685547,Not_Enough_Degrees_Of_Freedom
157,ERRINRSMNE,50,98,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0011489391326904297,Not_Enough_Degrees_Of_Freedom
158,POWERSUMNE,4,4,0,infeasible,0.0,0.032,46,0.0017608126968298166,0.18771032352859862,76,14,76,0,0,50,0,0,46,0,0,0,0,0,0,0,0,0,0,,0.032054901123046875,Infeasible_Problem_Detected
159,HS47,5,3,0,first_order,1.0404706250160158e-6,0.005,11,0.0002755649883868324,9.146140007965098e-5,13,13,13,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,,0.005753040313720703,Solve_Succeeded
160,MGH17,5,33,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0012009143829345703,Not_Enough_Degrees_Of_Freedom
161,BT3,5,3,0,first_order,4.0930232558139314,0.001,1,7.105427357601002e-15,1.0658141036401503e-14,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011649131774902344,Solve_Succeeded
