id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,real_time,internal_msg
22,CERI651E,7,64,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016121864318847656,Not_Enough_Degrees_Of_Freedom
23,BARDNE,3,15,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016071796417236328,Not_Enough_Degrees_Of_Freedom
24,GOTTFR,2,2,0,first_order,0.0,0.003,5,0.0,2.1817037065829936e-10,9,7,9,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.0031931400299072266,Solve_Succeeded
25,STREGNE,4,2,0,first_order,0.0,0.001,2,0.0,8.881784197001252e-15,3,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.0016319751739501953,Solve_Succeeded
26,PENLT2NE,4,8,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015759468078613281,Not_Enough_Degrees_Of_Freedom
27,HS42,4,2,0,first_order,13.857864363069993,0.002,3,6.163048738017096e-8,5.2056328136984575e-9,4,5,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,,0.00201416015625,Solve_Succeeded
28,HS27,3,1,0,first_order,0.03999999616295647,0.025,56,1.7833119841936806e-9,9.592609063819146e-8,147,58,156,0,0,59,0,0,55,0,0,0,0,0,0,0,0,0,0,,0.029937028884887695,Solve_Succeeded
29,DENSCHNBNE,2,3,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001878976821899414,Not_Enough_Degrees_Of_Freedom
30,DIXCHLNG,10,5,0,first_order,2471.897826536685,0.004,9,4.618053912906068e-5,2.7978398264849602e-8,10,11,10,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,,0.004784107208251953,Solve_Succeeded
31,VARDIMNE,10,12,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015628337860107422,Not_Enough_Degrees_Of_Freedom
32,HIMMELBE,3,3,0,first_order,0.0,0.001,2,0.0,2.220446049250313e-16,3,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.0016198158264160156,Solve_Succeeded
33,CERI651A,7,61,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001605987548828125,Not_Enough_Degrees_Of_Freedom
34,MISRA1C,2,14,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015680789947509766,Not_Enough_Degrees_Of_Freedom
35,HATFLDG,25,25,0,first_order,0.0,0.004,7,0.0,3.718803043284424e-12,20,9,22,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.004796028137207031,Solve_Succeeded
36,BT11,5,3,0,first_order,0.8248917589101081,0.004,7,3.34269549817634e-8,1.1906344875300956e-8,8,9,8,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.004014015197753906,Solve_Succeeded
37,MARATOS,2,1,0,first_order,-1.0000000159657785,0.002,3,3.937205073652418e-8,3.193162267518384e-8,4,5,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,,0.0019669532775878906,Solve_Succeeded
38,JENSMPNE,2,10,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015821456909179688,Not_Enough_Degrees_Of_Freedom
39,MANCINONE,100,100,0,first_order,0.0,0.269,4,0.0,2.399119125584548e-9,5,6,5,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.0709071159362793,Solve_Succeeded
40,LSC1,3,6,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001528024673461914,Not_Enough_Degrees_Of_Freedom
41,CHWIRUT2,3,54,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0014989376068115234,Not_Enough_Degrees_Of_Freedom
42,BT6,5,2,0,first_order,0.27704478842507163,0.006,13,1.0566874181217045e-9,5.31020782901237e-11,18,15,18,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,,0.0068819522857666016,Solve_Succeeded
43,ORTHREGB,27,6,0,first_order,4.524607631658204e-20,0.002,2,2.0435192572409705e-10,1.9729751166153164e-10,3,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.0019440650939941406,Solve_Succeeded
44,HS6,2,1,0,first_order,0.0,0.003,5,0.0,0.0,7,7,7,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.003242969512939453,Solve_Succeeded
45,HS28,3,1,0,first_order,3.0814879110195774e-31,0.001,1,9.43689570931383e-16,4.440892098500626e-16,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011479854583740234,Solve_Succeeded
46,WATSONNE,12,31,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016238689422607422,Not_Enough_Degrees_Of_Freedom
47,DEVGLA1NE,4,24,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015840530395507812,Not_Enough_Degrees_Of_Freedom
48,CUBENE,2,2,0,first_order,0.0,0.001,1,0.0,1.9984014443252818e-14,3,3,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.001277923583984375,Solve_Succeeded
49,HS40,4,3,0,first_order,-0.2500000000822895,0.002,3,2.6606550296293108e-9,1.8632129172857503e-10,4,5,4,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,,0.0020160675048828125,Solve_Succeeded
50,ELATVIDUNE,2,3,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015709400177001953,Not_Enough_Degrees_Of_Freedom
51,HATFLDF,3,3,0,first_order,0.0,0.159,137,0.0,7.138256156308254e-8,1334,131,1593,0,0,140,0,0,136,0,0,0,0,0,0,0,0,0,0,,0.164747953414917,Solve_Succeeded
52,MOREBVNE,10,10,0,first_order,0.0,0.001,2,0.0,7.612844286561393e-8,3,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.0015761852264404297,Solve_Succeeded
53,KOWOSBNE,4,11,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015430450439453125,Not_Enough_Degrees_Of_Freedom
54,COOLHANS,9,9,0,first_order,0.0,0.002,8,0.0,5.482911333842821e-7,9,10,9,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,,0.004235982894897461,Solve_Succeeded
55,HS8,2,2,0,first_order,-1.0,0.001,5,0.0,1.2535261717516732e-10,6,7,6,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.0027921199798583984,Solve_Succeeded
56,BT8,5,2,0,first_order,1.0,0.016,28,0.0008496876925942902,3.959854130731015e-17,34,30,34,0,0,30,0,0,28,0,0,0,0,0,0,0,0,0,0,,0.015866994857788086,Solve_Succeeded
57,BT1,2,1,0,first_order,-0.9999684813010705,0.003,6,3.140783064736752e-7,3.167708433645961e-7,10,8,11,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,,0.0037729740142822266,Solve_Succeeded
58,LSC2,3,6,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015308856964111328,Not_Enough_Degrees_Of_Freedom
59,MISRA1A,2,14,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015311241149902344,Not_Enough_Degrees_Of_Freedom
60,DEVGLA2NE,5,16,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015828609466552734,Not_Enough_Degrees_Of_Freedom
61,CERI651C,7,56,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015740394592285156,Not_Enough_Degrees_Of_Freedom
62,EGGCRATENE,2,4,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015461444854736328,Not_Enough_Degrees_Of_Freedom
63,RECIPE,3,3,0,first_order,0.0,0.006,13,0.0,3.725290298461914e-7,14,15,14,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,,0.006098031997680664,Solve_Succeeded
64,HATFLDFLNE,3,3,0,first_order,0.0,0.009999999999999998,14,0.0,3.4030445197896775e-8,145,16,155,0,0,16,0,0,14,0,0,0,0,0,0,0,0,0,0,,0.009643077850341797,Solve_Succeeded
65,DENSCHNENE,3,3,0,infeasible,0.0,0.01,10,1.9999301420104704e-8,1.0,36,10,44,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,,0.010386943817138672,Infeasible_Problem_Detected
66,PRICE4NE,2,2,0,first_order,0.0,0.006,19,0.0,8.228519162886577e-7,20,21,20,0,0,21,0,0,19,0,0,0,0,0,0,0,0,0,0,,0.00833892822265625,Solve_Succeeded
67,CHNRSBNE,50,98,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015611648559570312,Not_Enough_Degrees_Of_Freedom
68,BROWNBSNE,2,3,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015540122985839844,Not_Enough_Degrees_Of_Freedom
69,BYRDSPHR,3,2,0,first_order,-4.683300181943529,0.006,17,2.5546208481941335e-8,2.0612437978684284e-7,18,19,28,0,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,,0.008526086807250977,Solve_Succeeded
70,RAT43,4,15,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015730857849121094,Not_Enough_Degrees_Of_Freedom
71,LUKSAN21,100,100,0,first_order,0.0,0.005,5,0.0,5.81826697931831e-10,12,7,14,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.005313873291015625,Solve_Succeeded
72,HS50,5,3,0,first_order,6.383723978530173e-13,0.004,8,2.1849291349053923e-6,1.3322676295501878e-15,9,10,9,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,,0.004297971725463867,Solve_Succeeded
73,METHANB8,31,31,0,first_order,0.0,0.002,2,0.0,1.0262071620672942e-7,3,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.002084016799926758,Solve_Succeeded
74,POWELLSQ,2,2,0,infeasible,0.0,0.011,24,0.0011745726435492543,11.312804942989022,107,13,114,0,0,28,0,0,24,0,0,0,0,0,0,0,0,0,0,,0.01604294776916504,Infeasible_Problem_Detected
75,ECKERLE4,3,35,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015459060668945312,Not_Enough_Degrees_Of_Freedom
76,BT10,2,2,0,first_order,-1.000000002785312,0.003,6,1.4432899320127035e-15,4.1779162351929244e-9,7,8,7,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,,0.0031251907348632812,Solve_Succeeded
77,BOXBOD,2,6,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015180110931396484,Not_Enough_Degrees_Of_Freedom
78,DANIWOOD,2,6,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001550912857055664,Not_Enough_Degrees_Of_Freedom
79,OSCIPANE,10,10,0,max_iter,0.0,2.15,3000,280266.07437944075,20775.489149681336,15614,4,15772,0,0,3072,0,0,2999,0,0,0,0,0,0,0,0,0,0,,2.322983980178833,Maximum_Iterations_Exceeded
80,HS26,3,1,0,first_order,2.173929985772394e-12,0.008,19,7.1613377371260105e-9,8.293258200176012e-7,20,21,20,0,0,21,0,0,19,0,0,0,0,0,0,0,0,0,0,,0.008933067321777344,Solve_Succeeded
81,CERI651D,7,67,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015418529510498047,Not_Enough_Degrees_Of_Freedom
82,BT7,5,3,0,first_order,306.49999989080493,0.008,15,3.1785098045453954e-7,1.3692935674214368e-10,29,17,29,0,0,17,0,0,15,0,0,0,0,0,0,0,0,0,0,,0.009037971496582031,Solve_Succeeded
83,HS9,2,1,0,first_order,-0.49999999999999284,0.002,3,1.2358114531707542e-11,0.0,6,5,6,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,,0.0022940635681152344,Solve_Succeeded
84,HS100LNP,7,2,0,first_order,680.6300573744022,0.005,20,1.5241141682054149e-12,1.4210854715202004e-14,21,22,21,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,0,,0.010020971298217773,Solve_Succeeded
85,GENHS28,10,8,0,first_order,0.9271736937663908,0.001,1,1.1102230246251565e-15,4.440892098500626e-16,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0013298988342285156,Solve_Succeeded
86,MGH10,3,16,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0017070770263671875,Not_Enough_Degrees_Of_Freedom
87,BT5,3,2,0,first_order,961.7151716176805,0.003,6,5.305187578130699e-8,4.1878783818560805e-7,7,8,7,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,,0.0033860206604003906,Solve_Succeeded
88,GROWTH,3,12,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015659332275390625,Not_Enough_Degrees_Of_Freedom
89,POWELLBS,2,2,0,first_order,0.0,0.002,11,0.0,7.842820133330263e-7,12,13,12,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,,0.0054209232330322266,Solve_Succeeded
90,HS61,3,2,0,first_order,-143.6461421978006,0.004,9,2.3078339239646084e-10,9.123368727159686e-12,10,11,10,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,,0.004523038864135742,Solve_Succeeded
91,PRICE3NE,2,2,0,first_order,0.0,0.001,7,0.0,2.617150940409374e-11,8,9,8,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.003756999969482422,Solve_Succeeded
92,HS77,5,2,0,first_order,0.24150512828858897,0.005,11,2.828192284531905e-9,2.2608237504329054e-10,13,13,13,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,,0.005881071090698242,Solve_Succeeded
93,INTEQNE,12,12,0,first_order,0.0,0.001,2,0.0,1.6210093231605605e-7,3,4,3,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,,0.0017440319061279297,Solve_Succeeded
94,ENGVAL2NE,3,5,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001573801040649414,Not_Enough_Degrees_Of_Freedom
95,HYDCAR20,99,99,0,first_order,0.0,0.008,8,0.0,5.864636231854093e-7,10,10,11,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,,0.008435964584350586,Solve_Succeeded
96,HS39,4,2,0,first_order,-1.0000000000031393,0.007,13,1.3320041577620484e-11,1.6764367672283423e-12,14,15,14,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,,0.007080078125,Solve_Succeeded
97,OSBORNE2,11,65,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015931129455566406,Not_Enough_Degrees_Of_Freedom
98,ARGAUSS,3,15,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015521049499511719,Not_Enough_Degrees_Of_Freedom
99,CHNRSNBMNE,50,98,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001550912857055664,Not_Enough_Degrees_Of_Freedom
100,MWRIGHT,5,3,0,first_order,24.978809535119574,0.005,9,7.747643710587227e-8,1.1363530116881293e-9,10,11,10,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,,0.005158901214599609,Solve_Succeeded
101,BEALENE,2,3,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.001558065414428711,Not_Enough_Degrees_Of_Freedom
102,BT4,3,2,0,first_order,-3.70476818363945,0.005,9,2.169232793391984e-9,1.0265939209830321e-9,10,11,12,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,,0.005302906036376953,Solve_Succeeded
103,TRIGON2NE,10,31,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015349388122558594,Not_Enough_Degrees_Of_Freedom
104,BT2,3,1,0,first_order,0.03256820039326121,0.006,12,4.106465167907913e-12,2.185807090882008e-12,13,14,13,0,0,14,0,0,12,0,0,0,0,0,0,0,0,0,0,,0.006556034088134766,Solve_Succeeded
105,YFITNE,3,17,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016369819641113281,Not_Enough_Degrees_Of_Freedom
106,DENSCHNCNE,2,2,0,first_order,0.0,0.003,7,0.0,1.2747580768746047e-12,9,9,9,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,,0.003885984420776367,Solve_Succeeded
107,HATFLDENE,3,21,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015239715576171875,Not_Enough_Degrees_Of_Freedom
108,WAYSEA2NE,2,2,0,first_order,0.0,0.005,11,0.0,3.1210367623657476e-10,20,13,20,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,,0.005772113800048828,Solve_Succeeded
109,HS46,5,2,0,first_order,1.4389793452669419e-11,0.006,13,2.9491485980070266e-8,9.466783563727432e-7,14,15,14,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,,0.00652313232421875,Solve_Succeeded
110,POWELLSE,4,4,0,first_order,0.0,0.006,13,0.0,5.960464477539061e-7,14,15,14,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,,0.006443023681640625,Solve_Succeeded
111,HS49,5,2,0,first_order,1.3753061522325482e-9,0.007,16,9.033572421987613e-7,4.440892098500626e-16,17,18,17,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,,0.007786989212036133,Solve_Succeeded
112,ROSZMAN1,4,25,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015430450439453125,Not_Enough_Degrees_Of_Freedom
113,MEYER3NE,3,16,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015490055084228516,Not_Enough_Degrees_Of_Freedom
114,MISRA1D,2,14,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015408992767333984,Not_Enough_Degrees_Of_Freedom
115,LANCZOS2,6,24,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015759468078613281,Not_Enough_Degrees_Of_Freedom
116,HS78,5,3,0,first_order,-2.9197004089696605,0.001,4,7.962519532611623e-12,5.559108728903084e-12,5,6,5,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,,0.002485036849975586,Solve_Succeeded
117,BOOTH,2,2,0,first_order,0.0,0.001,1,0.0,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011610984802246094,Solve_Succeeded
118,OSBORNE1,5,33,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015559196472167969,Not_Enough_Degrees_Of_Freedom
119,BA-L1,57,12,0,first_order,0.0,0.004,5,1.5938357102998582e-11,3.091893177042948e-7,6,7,6,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.0043599605560302734,Solve_Succeeded
120,ERRINROSNE,50,98,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015590190887451172,Not_Enough_Degrees_Of_Freedom
121,ZANGWIL3,3,3,0,first_order,0.0,0.001,1,0.0,0.0,2,3,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,,0.0011730194091796875,Solve_Succeeded
122,MGH10S,3,16,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0015790462493896484,Not_Enough_Degrees_Of_Freedom
123,DENSCHNFNE,2,2,0,first_order,0.0,0.002,5,0.0,1.474376176702208e-13,6,7,6,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.002844095230102539,Solve_Succeeded
124,HIMMELBC,2,2,0,first_order,0.0,0.003,5,0.0,1.677149086276586e-8,8,7,8,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,,0.002992868423461914,Solve_Succeeded
125,LANCZOS3,6,24,0,unknown,0.0,0.0,-1,Inf,Inf,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0016078948974609375,Not_Enough_Degrees_Of_Freedom
