id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo,residuals,internal_msg
46,WATSONNE,12,31,0,first_order,0.0,0.01,10,4.5448031723432925e-6,1.0000000000000002e-6,19,28,19,0,0,37,0,0,19,0,0,0,0,0,0,0,0,0,0,,"[-9.154953278546564e-10, 1.6589752740613442e-6, 1.149154473447375e-6, -3.783490275360629e-7, -1.7716768728326862e-6, -2.23317702172748e-6, -1.5780127407299002e-6, -1.515334721609058e-7, 1.4165846186809578e-6, 2.491022479162574e-6, 2.6544090040766654e-6, 1.8322500323201414e-6, 2.9789048208655356e-7, -1.4239413982195802e-6, -2.7281181814543247e-6, -3.120966144905509e-6, -2.3938515603783515e-6, -7.213138122726887e-7, 1.34980957579026e-6, 3.0339439762833903e-6, 3.5586120183568273e-6, 2.4872132169947243e-6, 3.232785820388542e-8, -2.77999883814366e-6, -4.248448817649223e-6, -2.6874292197053227e-6, 2.0504657161885955e-6, 5.948070918689889e-6, -3.279041804170416e-6, 4.725679661420131e-7, -9.378550605400233e-7]",Solve_Succeeded
47,DEVGLA1NE,4,24,0,first_order,0.0,0.04,30,1.7513201555630076e-7,0.01,57,36,78,0,0,39,0,0,33,0,0,0,0,0,0,0,0,0,0,,"[3.520532971612936e-8, -1.0558765113351069e-7, -1.6505630052608602e-7, -2.4147319714677663e-7, -2.858473086132645e-7, -2.937596637696662e-7, -2.0909904989571074e-7, -1.7265932503250214e-7, -1.0542669308887496e-7, -2.9155450736724313e-8, -3.4547091192003825e-8, 2.027217400381049e-8, 6.869459552225326e-8, 2.983636595286273e-8, 9.299687542949271e-8, 2.0639729818425125e-8, -2.9886112822883975e-8, -2.4051873141929395e-8, -5.716835890269556e-8, -1.6276864290887304e-7, 2.7670065821049604e-7, -2.7719136814086803e-7, 1.1523826145941199e-7, 2.741734710217991e-7]",Solve_Succeeded
48,CUBENE,2,2,0,first_order,0.0,0.003,3,1.9428902931470354e-16,0.01,7,9,7,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,,"[6.938893903907228e-18, 2.682701602366152e-30]",Solve_Succeeded
49,HS40,4,3,0,first_order,-0.25000238484329107,0.001,3,2.342942703181805e-7,0.001,7,11,7,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,,"[-4.8447363948725465e-6, -1.3619016957824555e-8, 1.5202196538096529e-7]",Solve_Succeeded
50,ELATVIDUNE,2,3,0,max_iter,0.0,19.299,51979,4.9127786104800177e8,1.0,52023,52021,52023,0,0,52042,0,0,52000,0,0,0,0,0,0,0,0,0,0,,"[3.953806132181016, 3.975880886032672, -4.828137048581023]",Solve_Failed
51,HATFLDF,3,3,0,max_iter,0.0,10.542,27145,6.299530764972579e9,0.001,27789,27190,27809,0,0,27211,0,0,27169,0,0,0,0,0,0,0,0,0,0,,"[0.0031457632772963155, -0.006299530764030244, 0.003153456029802289]",Solve_Failed
52,MOREBVNE,10,10,0,first_order,0.0,0.004,4,1.7654134144703093e-12,1.0e-5,10,16,10,0,0,22,0,0,10,0,0,0,0,0,0,0,0,0,0,,"[-1.8634205366023698e-9, -3.6679470118181708e-9, -5.2021601153241385e-9, -6.172192000204101e-9, -6.328511811569401e-9, -5.593363568742981e-9, -4.115568123761072e-9, -2.206835110867373e-9, -1.7645900704303772e-10, -1.8529858208955837e-9]",Solve_Succeeded
53,KOWOSBNE,4,11,0,max_iter,0.0,3.5680000000000005,8427,818066.1775526232,0.01,10020,8479,10020,0,0,8500,0,0,8458,0,0,0,0,0,0,0,0,0,0,,"[-0.01446797124014607, 0.0017337455310398758, 0.0076631159272882235, 0.030515229792042447, -0.0057565596236087155, -0.006795399887883718, -0.011519579583033587, 0.00023641875209429023, -0.00690960503856363, -0.011383233444539282, -0.006621054670747203]",Solve_Failed
54,COOLHANS,9,9,0,first_order,0.0,0.027000000000000003,48,4.609985195324377e-10,1.0000000000000002e-6,120,62,120,0,0,69,0,0,55,0,0,0,0,0,0,0,0,0,0,,"[-1.689347802109061e-9, 2.820704224842154e-11, 2.8664529667608365e-11, -7.3854965396333e-8, 5.007814081791731e-10, 5.765986350800863e-10, 8.102633477850181e-8, -5.329332099723508e-10, -6.173677877111557e-10]",Solve_Succeeded
55,HS8,2,2,0,first_order,-1.0,0.005,6,5.1073944104600564e-14,1.0e-5,12,18,12,0,0,24,0,0,12,0,0,0,0,0,0,0,0,0,0,,"[-5.877472845168454e-12, 1.1700947570342408e-11]",Solve_Succeeded
56,BT8,5,2,0,first_order,1.0000090417353102,0.006,9,9.26306674697841e-7,1.0000000000000002e-6,17,23,17,0,0,30,0,0,16,0,0,0,0,0,0,0,0,0,0,,"[-1.7617505776418032e-6, 8.810725149709437e-7]",Solve_Succeeded
57,BT1,2,1,0,first_order,-0.9999869503979397,0.022,46,1.1627500764276607e-6,1.0000000000000002e-7,65,62,65,0,0,70,0,0,54,0,0,0,0,0,0,0,0,0,0,,[-1.3115177926717635e-7],Solve_Succeeded
58,LSC2,3,6,0,max_iter,0.0,0.4640000000000002,817,4.886453864151848e13,1.0,2629,875,2778,0,0,900,0,0,856,0,0,0,0,0,0,0,0,0,0,,"[0.7110997882445915, -2.0855561139473306, -1.6549375759049383, -0.27240640096550656, 1.3628741957248243, 1.951461005217738]",Solve_Failed
59,MISRA1A,2,14,0,max_iter,0.0,0.7050000000000002,1174,201368.104364974,0.1,6437,1227,6440,0,0,1249,0,0,1206,0,0,0,0,0,0,0,0,0,0,,"[0.0837336269592587, 0.09324728745619432, 0.09327747942825285, 0.11981591945607377, 0.06631263520276398, 0.055613529419020695, 0.04294938100284268, -0.08642361655330352, -0.07467418167098497, -0.13191565609670808, -0.0897918073945613, -0.12381115727475808, 0.07620822203247711, 0.12964223876718928]",Solve_Failed
60,DEVGLA2NE,5,16,0,first_order,0.0,0.016,19,3.1698726163462837e-10,0.0001,29,29,32,0,0,34,0,0,24,0,0,0,0,0,0,0,0,0,0,,"[0.0, -1.1581787195927153e-7, 6.196832073348359e-8, 7.093558992787871e-8, 9.29501146192284e-8, -2.9942975618883624e-8, -1.030004025325585e-7, -1.0293535750598332e-7, -1.0701291747330692e-8, -5.28722596735028e-9, 2.0362353117801707e-8, 1.3294377675124835e-8, 9.10465495517554e-8, 3.9136266160474865e-8, -1.8613250886004208e-9, -7.91864681595205e-8]",Solve_Succeeded
61,CERI651C,7,56,0,exception,Inf,Inf,0,Inf,Inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TypeError(Symbol(""keyword argument""), :dual_feas, Float64, :inf)",,
62,EGGCRATENE,2,4,0,max_iter,0.0,18.983000000000004,51722,3.7603937339006865e8,1.0,51743,51764,51743,0,0,51785,0,0,51743,0,0,0,0,0,0,0,0,0,0,,"[-7.52078749851355e-5, -3.0195505530055957, -0.0003760393745711836, -0.6086968568237623]",Solve_Failed
63,RECIPE,3,3,0,first_order,0.0,0.007,11,1.03365766940594e-6,1.0000000000000002e-6,18,25,18,0,0,32,0,0,18,0,0,0,0,0,0,0,0,0,0,,"[1.7150550015480555e-20, 6.9698735248827846e-6, 3.0474032448312693e-15]",Solve_Succeeded
64,HATFLDFLNE,3,3,0,max_iter,0.0,11.212000000000002,30086,6.004838420712377e9,0.001,30309,30129,30311,0,0,30150,0,0,30108,0,0,0,0,0,0,0,0,0,0,,"[0.0030039315333184953, -0.006004838418759807, 0.003000907191891945]",Solve_Failed
65,DENSCHNENE,3,3,0,first_order,0.0,0.030000000000000006,62,5.637851296924623e-18,0.0001,70,74,70,0,0,80,0,0,68,0,0,0,0,0,0,0,0,0,0,,"[2.3161057151484775e-23, 9.512577044359818e-23, 8.131516293641283e-19]",Solve_Succeeded
66,PRICE4NE,2,2,0,first_order,0.0,0.005,11,9.082406878160735e-7,0.0001,16,21,16,0,0,26,0,0,16,0,0,0,0,0,0,0,0,0,0,,"[3.3715375628033e-6, 4.072940072841817e-10]",Solve_Succeeded
67,CHNRSBNE,50,98,0,first_order,0.0,0.036000000000000004,33,9.657167232557384e-8,0.001,55,41,56,0,0,45,0,0,37,0,0,0,0,0,0,0,0,0,0,,"[-3.804230907422458e-12, -1.3885228524997243e-9, -7.028084067414011e-12, -7.0181452324681e-10, -2.024722670646797e-12, -3.7024308002266085e-10, -2.050884590928293e-12, -1.9557123840375206e-10, -1.5511678694245895e-12, -1.2370093169660875e-10, -1.467958559418235e-12, -7.380190620488782e-11, -2.070506591266214e-12, -1.1629892178703732e-10, -1.5789341842438068e-12, -2.893137246709654e-10, -1.4664527572333827e-12, -5.451391208663446e-10, -1.0940312489784177e-12, -7.262475916417921e-10, -1.5561974098751676e-12, -1.1896237518529485e-9, -1.6761065792927829e-12, -3.3855574423448074e-9, -2.3599018241772165e-12, -7.514751116868069e-9, -2.90842296700911e-12, -1.693382891732069e-8, -3.585895607891516e-12, -3.579301423556326e-8, -6.563411592451324e-12, -5.867063300888162e-8, -1.241431614791023e-11, -6.557130321481361e-7, -2.4846847681599066e-11, -8.42041412212028e-7, -5.1265856686684354e-11, -4.01715491713706e-7, -1.0815986158159287e-10, -1.969493053738958e-7, -2.3072876828385396e-10, -8.643946464248607e-8, -4.681078390481321e-10, -4.1001923671718724e-8, -1.003097530485545e-9, -1.9603701046941264e-8, -2.0902243316275927e-9, -9.456827203733299e-9, -4.618088063129151e-9, -1.7696332363537483e-9, -1.7511111771352618e-9, -4.4304551927641815e-9, -5.38007557290183e-10, -1.0098853468529882e-8, -3.344509672625353e-10, -2.235559060389983e-8, -7.317620918200918e-11, -7.264377111767697e-8, -7.204728531075705e-11, -6.064366314530807e-8, -2.814088347754594e-11, -2.066550602256751e-7, -7.860857105824198e-12, 2.0284075779648694e-6, -2.1860101011097807e-13, 2.4891263324947543e-6, 4.275033779723121e-12, 4.5626100295644077e-7, 4.867016314745934e-12, 2.62206820497318e-7, 1.1154687270706726e-11, 1.2646785733966037e-7, 1.0143641400105975e-11, 5.821477740440006e-8, 7.144562991473957e-12, 2.7906549323161405e-8, 8.617655709715087e-12, 1.0579081154229858e-8, 5.560353721898998e-12, 5.444103613966838e-9, 1.0297627682655008e-11, 3.5242334556783383e-9, 1.014841157714284e-11, 1.8493127371963577e-9, 1.2810285837750335e-11, 7.622204724344274e-10, 6.923193188083283e-12, 2.1512482634032734e-10, 9.806188114568534e-12, 2.4878321117291447e-10, 1.2752911380070119e-11, 1.4627691398143424e-10, 1.1191849963863798e-11, 2.1650187804920695e-10, 2.887523637618367e-11, 1.4463779715859422e-10, 3.4820868996088566e-12, 9.207704458699541e-35]",Solve_Succeeded
68,BROWNBSNE,2,3,0,max_iter,0.0,24.016,63000,5.921894681373395e15,10.0,63040,60044,63044,0,0,63064,0,0,63020,0,0,0,0,0,0,0,0,0,0,,"[5921.894681373394, -1.2093562526240141e-8, -0.0001781563598903517]",Solve_Failed
69,BYRDSPHR,3,2,0,first_order,-4.683300196896303,0.006,9,5.276001857623669e-12,1.0e-5,20,21,20,0,0,27,0,0,15,0,0,0,0,0,0,0,0,0,0,,"[-6.442982418129083e-8, 6.344353434959067e-8]",Solve_Succeeded
70,RAT43,4,15,0,max_iter,0.0,25.858,46223,9.213104600086807e9,10.0,60119,46271,60119,0,0,46292,0,0,46250,0,0,0,0,0,0,0,0,0,0,,"[-407.22454549276455, -389.47454549276455, -357.5045454927645, -326.10454549276454, -231.75454549276452, -97.10454549276453, -36.43454549276453, 97.22545450723545, 166.72545450723544, 228.61545450723543, 301.6254545072354, 276.2554545072354, 266.6554545072355, 214.2554545072354, 294.10545450723544]",Solve_Failed
71,LUKSAN21,100,100,0,first_order,0.0,0.013000000000000001,9,9.489270541984667e-13,0.0001,16,19,17,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,0,,"[-2.160453531308336e-13, -4.328396067558585e-13, -6.556464259504086e-13, -8.964097474499719e-13, -1.1741330116089973e-12, -1.5151356262288195e-12, -1.9542055893256493e-12, -2.5371088118712922e-12, -3.324694114160983e-12, -4.39888108845355e-12, -5.8710134447029325e-12, -7.893335725665832e-12, -1.0674694564093036e-11, -1.4501996041792412e-11, -1.976950087488626e-11, -2.701874645261877e-11, -3.699278531794113e-11, -5.070954939171866e-11, -6.956048688694446e-11, -9.544211382081045e-11, -1.30929597406273e-10, -1.7950255386466561e-10, -2.4583313771812477e-10, -3.361438498956537e-10, -4.586349601438346e-10, -6.239652576983905e-10, -8.457392876740537e-10, -1.1409012335247683e-9, -1.5298500244902368e-9, -2.035961872806939e-9, -2.684030810463864e-9, -3.4969291599674945e-9, -4.489605927581551e-9, -5.659522959975605e-9, -6.9730521720300315e-9, -8.348666999020857e-9, -9.640503855581995e-9, -1.0630337334794631e-8, -1.1041303572663716e-8, -1.0589025644460625e-8, -9.076968666892689e-9, -6.5132072231948856e-9, -3.178913958889028e-9, 4.4347427396600235e-10, 3.898124061506926e-9, 6.976365571937633e-9, 9.679465001549683e-9, 1.1915614063878078e-8, 1.3309545476526914e-8, 1.3447088752876212e-8, 1.2298507030671548e-8, 1.0266413096111727e-8, 7.792982766006103e-9, 5.0402762751264055e-9, 1.9961851136584505e-9, -1.2232310157041774e-9, -4.269266048599583e-9, -6.7199717739136724e-9, -8.293151884576649e-9, -8.938388945901123e-9, -8.796571464167466e-9, -8.102587160118172e-9, -7.098086243007343e-9, -5.9807247679746875e-9, -4.887301577154846e-9, -3.897922294183815e-9, -3.049154547310358e-9, -2.3484955793580533e-9, -1.786502977664997e-9, -1.3455398843549258e-9, -1.0053929434343433e-9, -7.464906735721698e-10, -5.514845386205467e-10, -4.0581483539148266e-10, -2.9770641201002007e-10, -2.1788432920823402e-10, -1.5918388708725307e-10, -1.1615109202975021e-10, -8.4680427319593e-11, -6.170797254288808e-11, -4.496232980438053e-11, -3.27682897547543e-11, -2.3895261387766982e-11, -1.7442035366995182e-11, -1.2750166957090504e-11, -9.339430364495932e-12, -6.860033951277223e-12, -5.057417867136779e-12, -3.746415008996796e-12, -2.7923327330721446e-12, -2.0971228221787586e-12, -1.5892773333126933e-12, -1.2164464580802675e-12, -9.400479079446471e-13, -7.3134861421633e-13, -5.686666711553464e-13, -4.354735032882901e-13, -3.192650478138191e-13, -2.1108023600361945e-13, -1.0541596879301225e-13]",Solve_Succeeded
72,HS50,5,3,0,first_order,2.1766280758999322e-13,0.006,9,5.392357919461144e-13,0.0001,14,19,14,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,0,,"[2.3044077259965574e-7, -5.696233631112795e-7, 3.3918259051138833e-7]",Solve_Succeeded
73,METHANB8,31,31,0,first_order,0.0,0.003,4,1.7949248463597877e-9,0.0001,9,14,9,0,0,19,0,0,9,0,0,0,0,0,0,0,0,0,0,,"[2.492404997120783e-10, 2.42262348782586e-7, -3.8591383276209415e-9, -7.749840875491244e-9, -4.1972387427704814e-9, 3.096812572044241e-9, 3.998635489792754e-8, -3.7192528901714684e-8, 5.24132940839314e-9, -6.679290598785549e-8, 6.785463576162163e-9, 8.654372846369818e-9, 2.01737975046156e-8, 3.2235766026349736e-8, 7.409510065170193e-8, 2.992838852550303e-8, -2.6691970203653384e-8, 2.3296799333580407e-9, 5.704980795130481e-8, 5.882737298625716e-8, 3.4821515135476145e-7, -8.137773740239956e-7, 2.0657456352896108e-7, 1.4314145903225935e-9, 9.090956576253677e-10, 8.603671168257788e-10, 9.270862415561544e-10, 8.279068324996774e-10, 5.506463454287998e-10, 3.9260214363861086e-10, -9.616295982595921e-10]",Solve_Succeeded
74,POWELLSQ,2,2,0,first_order,0.0,0.01,17,9.997656621054762e-8,0.001,55,25,58,0,0,29,0,0,21,0,0,0,0,0,0,0,0,0,0,,"[2.037139968710988e-8, 2.7649296926149064e-7]",Solve_Succeeded
75,ECKERLE4,3,35,0,max_iter,0.0,5.67,11077,876316.3296549692,0.01,11997,11128,11997,0,0,11149,0,0,11107,0,0,0,0,0,0,0,0,0,0,,"[0.0001575, 0.0001699, 0.000235, 0.00031019999999999827, 0.0004916999999544597, 0.0008709997305947024, 0.0017414427327128738, 0.004533792076907714, 0.006151505717418987, 0.008151382776576038, 0.00992572607794065, 0.010031196109514577, 0.007189607658145394, 0.0018646995270402787, -0.0011767034445289448, 0.0021768987958687186, 0.0019472204689431466, -0.00952240609647897, -0.010329859269095765, 0.010139620388199292, 0.01808633851270851, -0.001953045173991826, -0.0150199086010423, -0.010329484220574219, -0.0007554334783830816, 0.004974391743256907, 0.006505348989313856, 0.005748190167487656, 0.0022589292834578408, 0.0008799729466039048, 0.00045789998850326964, 0.00023449999999890477, 0.00015859999999999998, 0.0001143, 7.1e-5]",Solve_Failed
76,BT10,2,2,0,first_order,-1.0000136967823743,0.005,7,3.5995616598505364e-7,1.0e-5,13,19,13,0,0,25,0,0,13,0,0,0,0,0,0,0,0,0,0,,"[6.822980054638827e-6, 6.82298005463758e-6]",Solve_Succeeded
77,BOXBOD,2,6,0,max_iter,0.0,22.367,57024,2.891177954053273e9,10.0,57077,57066,57088,0,0,57087,0,0,57045,0,0,0,0,0,0,0,0,0,0,,"[18.886739465238644, 6.752799220254982, -23.408663247514397, -8.953440625014498, 3.8271529954543424, 11.087063398949692]",Solve_Failed
78,DANIWOOD,2,6,0,max_iter,0.0,2.5569999999999995,6418,1.5245206308293291e6,0.01,8108,6471,8108,0,0,6492,0,0,6450,0,0,0,0,0,0,0,0,0,0,,"[-0.03611599609663646, 0.00984595415963511, 0.012589895738641516, 0.007358194854843743, 0.0366923051734799, -0.03683784278867118]",Solve_Failed
79,OSCIPANE,10,10,0,max_iter,0.0,0.09200000000000001,157,6.567364976399156e11,0.1,652,199,1142,0,0,221,0,0,177,0,0,0,0,0,0,0,0,0,0,,"[-0.6567365129517303, 0.00038013847579542414, -0.0004988250803554906, 7.49527212625552e-5, 2.325600666104265e-5, -1.4357698517982146e-7, -1.9276518217470532e-5, 5.6443492608053605e-6, 1.1673896899942253e-6, 1.2306207911317774e-6]",Solve_Failed
80,HS26,3,1,0,first_order,7.248656921417546e-9,0.006,14,3.1423398293088527e-6,1.0e-5,20,26,20,0,0,32,0,0,20,0,0,0,0,0,0,0,0,0,0,,[-4.6809396812221334e-17],Solve_Succeeded
81,CERI651D,7,67,0,max_iter,0.0,20.09899999999999,16565,7.465748846092223e13,0.1,26927,16414,28931,0,0,16691,0,0,16546,0,0,0,0,0,0,0,0,0,0,,"[-0.41828263217914086, -0.3800215371563892, -0.3417616095975269, -0.3035085771179583, -0.26526486620722084, -0.2270435104231016, -0.1888598928794254, 1.2799230371708699, -0.11276355169251043, -0.07499647102243119, -0.03758963446872695, -0.0007686315093950693, 0.03513814991735795, 0.0696529741679938, 0.10212265696979644, 0.13167446375200761, 0.1572036322230189, 0.1773629488938506, 0.190599859725228, 0.19521964930467436, 0.18950251679051086, 0.1718576952348673, 0.1410076791121134, 0.09619120224105183, 0.03693922057241564, 0.9441982840593531, -0.12125565634572429, -0.21557095025909082, -0.3158239545698944, -0.4181827761439337, -0.5186377111499716, -0.6133398927552041, -0.6989175060905444, 1.8467042021745934, 0.14740994196577312, 0.1014906699350598, 0.06989120371054254, 1.4965437499719054, 0.7257966423760552, 0.7291618243149196, 0.06433239390362852, 0.7533186322227486, 0.7717359226815234, 0.7930223697817054, 0.17411467544403186, 0.20918169679031304, -0.7347924457026954, -0.6974515406265781, -0.6595421186755599, -0.6212841129525492, 0.3975976401658468, 0.4361821833373478, -0.5055831538553327, -0.46689576276789047, -0.4281893670408382, -0.38947327732422593, -0.3507523894762019, -0.3120291969092515, 1.1932626797233468, 0.7458364033101003, -0.1958552099163349, -0.15713015207126158, -0.11840505652196473, -0.0796799458168232, -0.040954829196362105, -0.0022297103340828328, 0.03649540935328073]",Solve_Failed
82,BT7,5,3,0,first_order,306.49987444572804,0.637,1604,8.710754602094308e-6,1.0000000000000002e-8,1815,1628,1815,0,0,1640,0,0,1616,0,0,0,0,0,0,0,0,0,0,,"[2.103305032409996e-8, -2.6837469392887873e-21, -6.329592302006884e-8]",Solve_Succeeded
83,HS9,2,1,0,first_order,-0.5000000000037517,0.002,3,2.624394615513559e-8,0.001,9,11,9,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,0,,[1.1445143270616409e-10],Solve_Succeeded
84,HS100LNP,7,2,0,first_order,680.6300573453764,0.012000000000000004,21,2.637377622262527e-7,1.0000000000000002e-6,28,35,28,0,0,42,0,0,28,0,0,0,0,0,0,0,0,0,0,,"[-1.6126353100541003e-8, 1.286034535354855e-7]",Solve_Succeeded
85,GENHS28,10,8,0,first_order,0.9271736120746227,0.004,4,4.440892098500626e-16,1.0e-5,10,16,10,0,0,22,0,0,10,0,0,0,0,0,0,0,0,0,0,,"[4.216085038875113e-8, 5.869288499821222e-8, 2.219313133757666e-8, 4.252982182641329e-8, 4.252982182589152e-8, 2.219313133871338e-8, 5.869288499769045e-8, 4.216085038777874e-8]",Solve_Succeeded
86,MGH10,3,16,0,max_iter,0.0,1.6379999999999983,3146,5.258888437677035e-9,10.0,3271,258,3325,0,0,3210,0,0,3166,0,0,0,0,0,0,0,0,0,0,,"[34780.0, 28610.0, 23650.0, 19630.0, 16370.0, 13720.0, 11540.0, 9744.0, 8261.0, 7030.0, 6005.0, 5147.0, 4427.0, 3820.0, 3307.0, 2872.0]",Solve_Failed
87,BT5,3,2,0,first_order,961.7151659001804,0.005,6,7.629855911517325e-7,0.001,10,14,10,0,0,18,0,0,10,0,0,0,0,0,0,0,0,0,0,,"[-1.3489801076336307e-6, 1.6393195695976748e-6]",Solve_Succeeded
88,GROWTH,3,12,0,max_iter,0.0,4.487,10519,5.491084115162721e7,0.1,13204,10573,13209,0,0,10594,0,0,10552,0,0,0,0,0,0,0,0,0,0,,"[0.5551224860604556, -0.0873987259558998, -0.11581463486652523, -0.36415374052558686, -0.06286817068131316, -0.332833165820296, -0.1034456395707605, 0.00977762183442217, 0.5071018328583045, -0.1695653389887023, 0.32837968369581155, -0.15151003686816003]",Solve_Failed
89,POWELLBS,2,2,0,first_order,0.0,0.008,16,1.029959485334034e-6,1.0000000000000002e-6,30,32,30,0,0,40,0,0,24,0,0,0,0,0,0,0,0,0,0,,"[5.152353834133813e-12, 4.7142528100587546e-7]",Solve_Succeeded
90,HS61,3,2,0,first_order,-143.6461421234809,0.008,11,2.2434409885363493e-10,1.0e-5,17,23,17,0,0,29,0,0,17,0,0,0,0,0,0,0,0,0,0,,"[7.068545629116481e-8, -7.897297685656272e-8]",Solve_Succeeded
91,PRICE3NE,2,2,0,first_order,0.0,0.003,6,9.331689517287572e-8,0.0001,11,16,11,0,0,21,0,0,11,0,0,0,0,0,0,0,0,0,0,,"[-1.5703117044898562e-7, -5.868645835525495e-7]",Solve_Succeeded
92,HS77,5,2,0,first_order,0.24150512666457027,0.007,11,1.9303276199700292e-9,1.0e-5,18,23,18,0,0,29,0,0,17,0,0,0,0,0,0,0,0,0,0,,"[1.9365233815503165e-8, -7.988262081184934e-10]",Solve_Succeeded
93,INTEQNE,12,12,0,first_order,0.0,0.003,3,1.2932903539532162e-9,0.0001,8,13,8,0,0,18,0,0,8,0,0,0,0,0,0,0,0,0,0,,"[0.0, 0.0, 1.741750094774524e-7, 2.50600896148587e-7, 3.073060619854706e-7, 3.3511612605209573e-7, 3.301254799134524e-7, 2.954932978576773e-7, 2.397519748518283e-7, 1.7201701343981169e-7, 9.552695238477778e-8, 8.836784135140643e-8]",Solve_Succeeded
94,ENGVAL2NE,3,5,0,first_order,0.0,0.010000000000000002,18,4.4132097146549374e-7,1.0e-5,31,32,32,0,0,39,0,0,25,0,0,0,0,0,0,0,0,0,0,,"[2.6670625422136227e-6, -9.006673003459495e-7, 3.650855153217682e-6, -3.484604532012478e-6, 2.914136530785993e-7]",Solve_Succeeded
95,HYDCAR20,99,99,0,max_iter,0.0,1.5499999999999994,347,1.0680170733068568e12,0.01,503,380,2772,0,0,414,0,0,366,0,0,0,0,0,0,0,0,0,0,,"[0.021579010853485587, -0.0394951788426253, 0.021586243541678297, -0.10971718695656621, 0.008283567054786396, 0.008389066309992466, 0.003174757818654357, -0.0012163184552708662, -0.01146912355880185, -0.019387771307956707, -0.016264993463954547, -0.020927488651654995, 0.0063710016855522186, 0.004071035387893513, 0.0017204184838149517, -0.0009608625663545875, -0.004285001401551589, -0.007207562557726435, -0.008410824304532893, -0.0073652756472033605, -0.08458634711514557, 0.03706479042476496, -0.08457976638393468, 0.11117745935580531, 0.14710437584622935, 0.1466589863006926, 0.14719318759245567, 0.1442110263117627, 0.13313832776707535, 0.11445121915211778, 0.08851865579420781, 0.0202864926516351, 0.033019006212826586, 0.03245988217883493, 0.030251499646453135, 0.02608848168407949, 0.018448923245853184, 0.007494081739420282, -0.004936191026302446, -0.01568698210137212, -0.41666852811835403, 0.06531451720921151, -0.4166499488084013, -0.30935997923814856, 0.042070746493136114, 0.04205203560598575, 0.04318863401614055, 0.04266126495092207, 0.03872728362052987, 0.03455767148476674, 0.030951565312010043, -0.01591197343058132, -0.0096262708395912, -0.009670000216632597, -0.01034779301995457, -0.010507048319861644, -0.011058919343989232, -0.012503116493180318, -0.01536486140985408, -0.020580523483024412, -4.072927653588976e-5, 1.0, 1.0680170733069065, -0.000718734304406781, -0.00025648369672589074, 0.000935387759924982, 0.0001303653187881057, 0.0008804495981193382, -0.0015210447048167772, 0.011810658845165039, 0.01149093356887248, -0.004844429706204477, 0.0036315574228353233, 0.0007126502927259777, 0.00018830122547205174, 0.00032078794882579083, 0.0005695730583406286, 0.0013277939973937306, -0.006322983769327561, 0.0010166516974079642, 0.039836932486631504, 0.03983805405764231, -0.0028502043124005124, -0.0028525887698770337, -0.002852457970364325, -0.0023068439038717837, -0.0018130297504619286, -0.0010110946933612117, -0.0007981004848532791, -0.0018476637671429469, -3.020799007993669e-5, -0.0009580461765815572, -0.0007850623539669719, -0.0004073790534589605, -0.0001645108120049721, 7.426126866723912e-5, 0.0002681947159183354, 0.00034348290948381637, 0.0002724393252726039]",Solve_Failed
96,HS39,4,2,0,first_order,-1.0000040650706123,0.007,11,3.2878950229076054e-8,1.0000000000000002e-6,18,25,18,0,0,32,0,0,18,0,0,0,0,0,0,0,0,0,0,,"[2.030095575857361e-6, 2.0300955758573337e-6]",Solve_Succeeded
