id,name,nvar,ncon,nequ,status,objective,elapsed_time,iter,dual_feas,primal_feas,neval_obj,neval_grad,neval_cons,neval_jcon,neval_jgrad,neval_jac,neval_jprod,neval_jtprod,neval_hess,neval_hprod,neval_jhess,neval_jhprod,neval_residual,neval_jac_residual,neval_jprod_residual,neval_jtprod_residual,neval_hess_residual,neval_jhess_residual,neval_hprod_residual,extrainfo
32,HIMMELBE,3,3,0,first_order,0.0,0.00030303001403808594,4,3.957287200511382e-6,5.515315204540627e-9,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
33,CERI651A,7,61,0,max_iter,0.0,1.0832200050354004,3000,1.878777425195238,6.094439742346374,3053,3001,3053,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
34,MISRA1C,2,14,0,max_iter,0.0,0.3873751163482666,3000,0.005065888166427612,0.08318465202012248,98440,3001,98440,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
35,HATFLDG,25,25,0,first_order,0.0,0.001750946044921875,10,1.5717904838811413e-6,5.373187472734742e-8,16,11,16,0,0,10,0,21,10,0,0,0,0,0,0,0,0,0,0,
36,BT11,5,3,0,first_order,0.8248915425314784,0.0006768703460693359,10,1.8032295656666975e-9,9.366171889457764e-8,11,11,11,0,0,10,0,21,10,0,0,0,0,0,0,0,0,0,0,
37,MARATOS,2,1,0,first_order,-1.0000000936306657,0.08477902412414551,897,6.238089389487556e-8,1.872617148013235e-7,24563,898,24563,0,0,897,0,1795,897,0,0,0,0,0,0,0,0,0,0,
38,JENSMPNE,2,10,0,infeasible,0.0,0.0024938583374023438,41,8192.0,4.740773729022333,49,42,49,0,0,41,0,84,41,0,0,0,0,0,0,0,0,0,0,
39,MANCINONE,100,100,0,first_order,0.0,0.08753395080566406,4,1.1767790715282294e-8,2.39855069139594e-9,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
40,LSC1,3,6,0,max_iter,0.0,0.14698100090026855,3000,1.52587890625e-5,1.9577189878194297,5878,3001,5878,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
41,CHWIRUT2,3,54,0,max_iter,0.0,0.934744119644165,3000,4.379557867650874e-5,11.044253854475613,74644,3001,74644,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
42,BT6,5,2,0,first_order,0.27704478817781475,0.0008339881896972656,14,2.323574450624477e-6,4.590988589292522e-9,19,15,19,0,0,14,0,29,14,0,0,0,0,0,0,0,0,0,0,
43,ORTHREGB,27,6,0,first_order,1.709506932683258e-14,0.0009601116180419922,4,2.3345819224348527e-6,1.5089789195954495e-8,5,5,5,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
44,HS6,2,1,0,first_order,4.8326763800743896e-11,0.0034749507904052734,75,6.951781622987664e-6,8.159961595310961e-10,435,76,435,0,0,75,0,151,75,0,0,0,0,0,0,0,0,0,0,
45,HS28,3,1,0,first_order,3.312359121470692e-12,0.00045299530029296875,8,5.147705602601663e-6,2.5738526865382028e-9,9,9,9,0,0,8,0,17,8,0,0,0,0,0,0,0,0,0,0,
46,WATSONNE,12,31,0,first_order,0.0,0.0009741783142089844,3,2.074236525262918e-7,5.214721461754834e-6,4,4,4,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,
47,DEVGLA1NE,4,24,0,first_order,0.0,0.009033203125,55,2.949306167180938e-9,3.1363060770672746e-7,101,56,101,0,0,55,0,111,55,0,0,0,0,0,0,0,0,0,0,
48,CUBENE,2,2,0,first_order,0.0,0.0004200935363769531,7,1.893579818248307e-7,5.680819148423666e-10,13,8,13,0,0,7,0,15,7,0,0,0,0,0,0,0,0,0,0,
49,HS40,4,3,0,first_order,-0.24999932817825066,0.0008711814880371094,15,3.7462394672505006e-6,6.82286202757787e-7,16,16,16,0,0,15,0,31,15,0,0,0,0,0,0,0,0,0,0,
50,ELATVIDUNE,2,3,0,max_iter,0.0,0.1313619613647461,3000,1.52587890625e-5,4.827666129777121,14941,3001,14941,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
51,HATFLDF,3,3,0,first_order,0.0,0.0011780261993408203,21,4.282022675863341e-6,2.3938221294095285e-8,60,22,60,0,0,21,0,43,21,0,0,0,0,0,0,0,0,0,0,
52,MOREBVNE,10,10,0,first_order,0.0,0.00032782554626464844,3,1.382609020698474e-10,5.484050713544519e-13,4,4,4,0,0,3,0,7,3,0,0,0,0,0,0,0,0,0,0,
53,KOWOSBNE,4,11,0,max_iter,0.0,0.3783698081970215,3000,1.604297722224146e-5,0.01111260752222229,68399,3001,68399,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
54,COOLHANS,9,9,0,max_iter,0.0,0.3215491771697998,3000,1732.6925956497682,0.040852232595050664,3003,3001,3003,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
55,HS8,2,2,0,first_order,-1.0,0.000286102294921875,4,6.484798631349764e-8,1.1713435110749515e-8,6,5,6,0,0,4,0,9,4,0,0,0,0,0,0,0,0,0,0,
56,BT8,5,2,0,first_order,1.0000039035874209,0.0006539821624755859,12,1.1758346726842284e-10,3.903587420860878e-6,13,13,13,0,0,12,0,25,12,0,0,0,0,0,0,0,0,0,0,
57,BT1,2,1,0,first_order,-1.000000306302141,0.002171039581298828,46,8.091660674836021e-11,3.0784135240935484e-9,239,47,239,0,0,46,0,93,46,0,0,0,0,0,0,0,0,0,0,
58,LSC2,3,6,0,max_iter,0.0,0.16702485084533691,3000,0.14285796604053758,2.118242311702943,3002,3001,3002,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
59,MISRA1A,2,14,0,max_iter,0.0,0.4434077739715576,3000,0.005422661080956459,0.13191564366019293,97843,3001,97843,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
60,DEVGLA2NE,5,16,0,first_order,0.0,0.0017819404602050781,12,9.383307423922764e-6,5.692660920431081e-8,14,13,14,0,0,12,0,25,12,0,0,0,0,0,0,0,0,0,0,
61,CERI651C,7,56,0,max_iter,0.0,0.9134540557861328,3000,0.09531832494283261,2.6994011847483597,3018,3001,3018,0,0,3000,0,6001,3000,0,0,0,0,0,0,0,0,0,0,
62,EGGCRATENE,2,4,0,infeasible,0.0,0.001230001449584961,27,0.0,3.0196018847849517,29,28,29,0,0,27,0,56,27,0,0,0,0,0,0,0,0,0,0,
63,RECIPE,3,3,0,first_order,0.0,0.001132965087890625,22,6.155410636269904e-6,3.0777033217570404e-8,23,23,23,0,0,22,0,45,22,0,0,0,0,0,0,0,0,0,0,
