1,0.36700000000000005,178,1.2190248810384219e-12,1.0000000000000002e-7,1
2,0.013,8,1.9038602868303878e-13,0.1,1
3,8.984,11233,1.0172767021460459e9,10.0,0
4,0.009000000000000001,6,1.1593200288650962e-9,0.01,1
5,0.06500000000000002,25,0.00018189894035458565,0.1,0
6,2.2879999999999994,2825,113375.92877680436,1.0,0
7,0.01,8,3.3281556798514516e-7,0.1,1
8,0.005,6,1.7179484862406923e-12,0.1,1
9,0.06100000000000001,62,9.857075931952971e-6,1.0000000000000002e-6,0
10,0.011,5,9.999990017820376e-7,0.1,1
11,2.894,3936,115358.74189121387,0.1,0
12,0.035,40,2.220446049250313e-16,0.01,1
13,0.018000000000000002,21,2.6886270987347416e-11,0.01,1
14,0.011000000000000003,6,2.639685434211586e-10,0.01,1
15,0.005,2,1.5959455978986625e-16,0.1,1
16,0.008,10,7.984981502200933e-10,0.01,1
17,17.037000000000003,26830,594594.8796124867,0.1,0
18,1.3419999999999999,668,2.7199112829092116e9,0.01,0
19,0.012999999999999998,18,2.2982742505703613e-12,0.1,1
20,43.141999999999996,25533,1.0499829580294318e7,1.0,0
21,7.653999999999998,7780,9.371819839288946e8,10.0,0
22,15.223,9041,768234.0015890077,1.0,0
23,0.06900000000000003,73,2798.8391110955745,0.01,0
24,0.011000000000000001,8,7.309572892387894e-9,0.1,1
25,0.020000000000000004,20,5.18428553562049e-32,0.01,1
26,4.314,5994,2.65369236230995,1.0000000000000002e-6,0
27,0.004,7,3.5225156125306967e-12,0.001,1
28,0.028000000000000004,26,1.8291153314198283e-11,0.01,1
29,0.012,8,1.3217093519808024e-9,0.01,1
30,2.593,4208,7.891797186246487e-7,1.0000000000000003e-9,1
31,0.021,20,2.4244516010207416e-13,0.001,1
32,0.002,3,1.1102230246251565e-16,0.1,1
33,48.43800000000001,29845,3.544441560006817e6,1.0,0
34,3.815,4153,254653.83931759789,0.01,0
35,0.010000000000000002,7,3.417797611356996e-9,0.1,1
36,0.014000000000000002,11,1.0188694332669002e-10,0.0001,1
37,0.008,5,4.707981782203774e-9,0.01,1
38,5.596,7899,3.4173308449680917e6,1.0,0
39,0.32999999999999996,5,1.1102230246247243e-16,0.1,1
40,0.7270000000000001,1099,297127.4283481762,1.0,0
41,20.386999999999997,18812,1.3160323168414152e8,10.0,0
42,0.015000000000000003,14,1.9260254502384555e-10,0.01,1
43,0.006,3,9.99999000967787e-7,0.1,1
44,0.003,6,0.0,0.1,1
45,0.003,2,9.71445146547012e-17,0.1,1
46,0.16,143,5.6353239782924724e-11,1.0000000000000002e-7,1
47,0.053000000000000005,31,1.1709744285326451e-11,0.01,1
48,0.006,5,0.0,0.1,1
49,0.007,6,1.7527646001269659e-12,0.001,1
50,19.344000000000005,32105,3.860062386956997e6,1.0,0
51,0.032,36,9.795971068987903e-8,0.01,1
52,0.007,5,9.293924025181153e-17,0.01,1
53,3.321000000000001,4756,17837.83942386208,0.01,0
54,0.016999999999999998,15,1.5125310015301796e-9,0.1,1
55,0.007,5,5.6513986060199864e-8,0.1,1
56,0.012,12,8.377780769033144e-9,0.001,1
57,0.057,79,1.0717740957865775e-7,0.0001,1
58,0.66,567,4.3707229784661835e10,1.0,0
59,0.742,841,83710.25530777843,0.1,0
60,0.024,17,6.931915626359406e-12,0.01,1
61,16.064,10475,1.250536960469617e6,1.0,0
62,11.205000000000004,18695,527181.6109598149,1.0,0
63,0.010000000000000002,12,1.2594933819186352e-7,0.01,1
64,22.409999999999997,36040,3.624351041424186e9,0.001,0
65,0.015,9,3.348849387021098e-10,0.1,1
66,0.022,19,1.734723475922602e-16,0.1,1
67,0.07200000000000001,35,5.057613217118728e-10,0.01,1
68,35.783,63000,5.921894681373395e15,10.0,0
69,0.016,10,1.1906031716080179e-11,0.01,1
70,22.598999999999997,25195,4.897782208886929e9,10.0,0
71,0.034,9,1.3605132509686695e-11,0.01,1
72,0.046000000000000006,72,3.6440544560495137e-16,0.01,1
73,0.009000000000000001,5,3.401066567140284e-12,0.1,1
74,34.75,53584,4.810463301109849e7,1.0,0
75,2.0559999999999996,2008,4786.4903638839,0.01,0
76,0.008,7,1.1237102359729079e-9,0.01,1
77,10.285999999999998,16723,3.564648741186829e8,10.0,0
78,0.11200000000000002,145,406.282163112337,0.01,0
79,0.048,44,4.9444638842273486e11,0.1,0
80,0.013999999999999999,16,2.7589341492140367e-7,0.01,1
81,0.5240000000000002,113,1.800784651411814e12,1.0,0
82,2.013,3382,1.8045774213820995e-7,1.0000000000000002e-14,1
83,0.005,3,2.624394615513559e-8,0.1,1
84,0.017,23,5.567303937061227e-8,0.001,1
85,0.007,3,4.440892098500626e-16,0.01,1
86,33.845,39308,1.2427217559115988e16,10.0,0
87,0.009000000000000001,7,2.3561625539514353e-7,0.1,1
88,0.624,686,306527.6988536425,0.1,0
89,0.014000000000000002,15,3.9221579265545054e-8,0.01,1
90,0.010000000000000002,11,4.515499085755437e-12,0.01,1
91,0.012,7,3.625715798088857e-10,0.1,1
92,0.010000000000000002,12,2.1590423199269182e-10,0.01,1
93,0.003,3,1.2590355737337647e-8,0.1,1
94,0.021000000000000005,21,5.017890879453758e-11,1.0000000000000002e-7,1
